,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
20181003,100.59,2.04,3.06,0.94,2.12,294.44,3.2,5.16,1.34,3.83,294.5
20181004,100.68,1.74,3.09,0.22,2.87,287.19,2.47,4.65,0.27,4.38,287.0
20181005,100.72,1.66,2.87,0.2,2.67,320.5,2.38,4.52,0.26,4.27,320.5
20181006,100.7,1.67,2.38,0.14,2.23,314.25,2.35,3.6,0.18,3.41,314.25
20181007,100.68,1.48,2.51,0.5,2.0,256.25,2.08,4.05,0.66,3.4,256.12
20181008,100.63,1.44,2.23,0.57,1.66,221.88,2.18,3.78,0.72,3.06,221.75
20181009,100.56,1.88,2.71,0.55,2.16,132.69,3.0,5.91,0.68,5.23,132.69
20181010,100.49,3.8,5.79,1.58,4.22,68.56,5.68,7.11,2.91,4.2,68.94
20181011,100.52,3.59,4.16,2.61,1.55,91.31,5.77,6.89,4.55,2.34,92.75
20181012,100.59,3.66,4.83,2.27,2.56,123.12,5.95,7.57,4.76,2.81,124.19
20181013,100.4,6.53,9.05,4.38,4.68,220.75,9.23,12.59,6.94,5.66,222.19
20181014,100.78,2.54,4.69,1.09,3.59,284.62,3.84,7.13,1.62,5.51,285.38
20181015,100.92,1.83,3.02,0.26,2.76,279.19,2.87,5.27,0.35,4.92,279.06
20181016,100.93,1.72,2.52,0.96,1.56,283.5,2.44,4.01,1.36,2.65,283.25
20181017,100.82,1.75,2.94,0.5,2.43,247.88,2.88,6.18,0.64,5.53,249.0
20181018,100.7,1.93,2.88,0.84,2.05,240.12,3.19,6.05,1.2,4.86,240.69
20181019,100.79,1.38,2.23,0.34,1.88,304.44,2.07,3.8,0.43,3.37,304.62
20181020,100.93,1.46,2.45,0.38,2.07,289.75,2.09,3.91,0.47,3.43,289.19
20181021,100.97,1.91,3.52,0.66,2.84,258.0,2.98,6.32,0.9,5.42,258.44
20181022,100.87,1.62,3.16,0.24,2.92,272.06,2.48,5.36,0.31,5.05,271.94
20181023,100.86,1.65,2.7,0.59,2.11,294.88,2.51,4.98,0.78,4.2,294.44
20181024,100.91,2.11,2.74,1.48,1.25,325.81,3.02,3.63,2.22,1.41,325.81
20181025,101.1,1.92,2.98,0.46,2.51,325.81,2.93,5.55,0.59,4.96,325.69
20181026,101.17,1.54,2.31,0.77,1.54,287.0,2.15,3.71,1.08,2.64,287.25
20181027,101.19,1.35,2.12,0.22,1.91,281.12,1.88,3.36,0.27,3.09,281.5
20181028,101.14,1.84,2.27,1.15,1.12,176.19,2.8,3.84,1.33,2.52,176.0
20181029,101.07,2.15,2.94,1.09,1.85,65.5,3.38,4.4,1.67,2.73,65.56
20181030,100.95,4.16,5.66,2.03,3.64,28.56,6.3,7.48,4.27,3.2,29.81
20181031,101.0,3.29,4.84,1.27,3.57,80.56,4.77,7.21,1.93,5.28,81.12
20181101,101.0,1.73,2.75,0.71,2.04,167.44,2.45,3.84,1.01,2.84,167.44
20181102,100.97,1.38,2.5,0.27,2.23,168.31,2.27,5.14,0.38,4.77,166.81
20181103,100.99,1.52,2.68,0.3,2.37,242.5,2.57,5.28,0.45,4.84,243.0
20181104,100.98,2.41,2.87,1.64,1.23,215.44,4.25,6.5,2.27,4.23,215.62
20181105,100.9,2.51,3.15,1.98,1.17,221.56,4.54,6.66,2.29,4.38,222.06
20181106,100.92,1.82,2.74,0.32,2.41,252.62,3.12,6.23,0.43,5.8,251.94
20181107,101.07,1.18,1.95,0.61,1.34,118.56,1.66,3.66,0.85,2.81,119.56
20181108,101.04,1.9,2.99,1.32,1.67,131.31,2.93,4.75,1.69,3.06,132.0
20181109,100.93,1.58,3.12,0.85,2.27,98.0,2.27,4.37,1.19,3.18,98.0
20181110,100.98,1.88,3.19,0.66,2.54,319.94,2.74,4.88,0.91,3.98,319.88
20181111,101.04,2.22,3.73,0.1,3.62,202.0,3.38,6.12,0.14,5.98,187.06
20181112,100.94,1.99,3.68,0.34,3.34,289.56,3.02,6.45,0.47,5.98,290.0
20181113,100.77,1.51,3.05,0.05,2.99,274.12,2.2,4.72,0.08,4.64,274.81
20181114,100.81,1.53,2.91,0.24,2.66,234.19,2.35,4.4,0.31,4.09,233.69
20181115,100.94,2.02,3.43,0.42,3.01,258.5,3.13,5.49,0.56,4.92,258.25
20181116,100.91,2.16,3.09,0.72,2.38,258.44,3.3,5.63,0.98,4.65,257.69
20181117,100.89,2.66,4.54,0.51,4.03,267.88,4.23,6.78,0.73,6.05,267.56
20181118,101.06,1.9,2.97,1.23,1.73,114.25,2.73,4.12,1.35,2.77,114.75
20181119,101.23,1.59,3.17,1.06,2.1,38.31,2.23,4.41,1.17,3.24,37.69
20181120,101.18,1.48,2.25,0.73,1.52,236.5,2.05,3.77,0.97,2.8,235.88
20181121,101.25,1.91,2.95,0.98,1.96,281.5,2.85,4.82,1.38,3.44,266.69
20181122,101.28,2.1,3.36,0.25,3.11,284.12,3.25,5.78,0.34,5.45,284.44
20181123,101.3,2.13,3.56,1.09,2.48,291.81,3.35,6.48,1.56,4.91,291.81
20181124,101.29,2.34,3.8,1.27,2.54,327.19,3.52,5.91,1.83,4.09,327.5
20181125,101.25,2.38,3.8,1.44,2.37,294.62,3.91,6.92,1.8,5.12,295.31
20181126,101.15,1.84,3.67,0.36,3.31,322.94,2.93,5.91,0.43,5.48,308.75
20181127,101.3,2.09,3.02,1.16,1.86,108.56,3.27,5.51,1.73,3.77,109.12
20181128,101.33,1.59,2.34,0.5,1.84,80.31,2.2,3.65,0.66,2.98,80.69
20181129,101.4,1.3,2.99,0.35,2.64,251.88,1.74,3.94,0.47,3.46,252.38
20181130,101.37,1.07,2.85,0.09,2.77,246.12,1.53,4.04,0.09,3.95,247.5
20181201,101.17,1.52,2.32,0.95,1.37,268.69,2.16,3.61,1.03,2.58,269.0
20181202,101.05,2.05,3.37,0.66,2.72,322.56,2.98,5.12,0.95,4.17,322.81
20181203,101.19,1.76,2.9,0.91,1.99,170.88,2.48,4.09,1.28,2.81,171.06
20181204,101.28,2.12,3.63,0.81,2.83,321.38,3.14,5.4,1.15,4.25,321.44
20181205,101.1,2.31,3.78,1.46,2.31,335.25,3.63,6.06,2.15,3.92,335.19
20181206,100.99,2.03,3.21,0.9,2.32,289.0,3.34,5.98,1.23,4.74,288.88
20181207,101.03,1.8,2.88,0.96,1.91,247.94,2.57,4.26,1.2,3.05,247.69
20181208,101.22,2.33,3.25,1.89,1.36,259.38,3.61,5.67,2.11,3.56,259.56
20181209,101.15,2.18,3.44,0.77,2.66,272.5,3.38,5.81,1.03,4.78,272.62
20181210,101.12,2.0,3.92,0.34,3.59,264.31,2.93,6.02,0.46,5.55,264.44
20181211,101.08,2.31,4.09,0.95,3.14,326.38,3.41,5.34,1.27,4.06,326.5
20181212,101.21,2.08,3.25,0.23,3.02,267.62,3.28,5.96,0.31,5.65,267.88
20181213,101.32,2.16,3.7,1.05,2.66,294.12,3.17,5.42,1.46,3.96,279.69
20181214,101.44,2.9,4.27,2.12,2.15,260.88,4.55,6.41,3.28,3.13,261.31
20181215,101.55,3.71,5.29,2.51,2.78,341.5,6.09,8.14,4.36,3.77,341.75
20181216,101.55,3.19,4.84,1.57,3.27,180.5,5.11,7.93,2.69,5.25,166.12
20181217,101.44,4.1,5.01,2.07,2.94,190.75,5.88,7.29,4.06,3.23,191.31
20181218,101.16,4.94,6.8,3.81,3.0,118.12,6.92,8.83,4.45,4.38,119.19
20181219,101.4,2.87,4.3,0.85,3.45,276.0,4.2,6.87,1.23,5.65,276.25
20181220,101.38,2.33,3.61,0.59,3.02,292.25,3.46,5.55,0.8,4.75,292.31
20181221,101.29,2.14,3.31,0.7,2.61,324.88,3.25,5.83,0.95,4.88,324.94
20181222,101.36,2.73,4.11,1.88,2.23,304.12,4.25,6.84,2.81,4.02,304.5
20181223,101.35,2.95,4.25,1.98,2.26,332.25,4.73,7.98,2.97,5.01,332.56
20181224,101.24,2.64,4.48,0.86,3.62,327.56,4.24,7.41,1.15,6.26,327.88
20181225,101.18,2.12,4.05,0.38,3.67,264.62,3.38,7.37,0.49,6.88,264.44
20181226,101.16,2.45,3.98,1.05,2.93,267.44,3.76,6.79,1.45,5.34,267.62
20181227,101.13,2.37,4.2,0.86,3.33,330.06,3.43,6.43,1.23,5.2,329.81
20181228,101.19,2.7,3.91,1.61,2.3,289.06,4.25,7.23,2.27,4.96,289.06
20181229,101.5,2.86,4.11,2.11,2.0,334.25,4.5,6.55,2.75,3.8,334.44
20181230,101.6,3.54,4.9,2.41,2.48,339.0,5.9,7.9,4.08,3.82,339.25
20181231,101.59,3.3,4.4,2.22,2.18,333.56,5.38,8.09,3.71,4.38,334.06
20190101,101.61,2.94,4.42,1.77,2.65,339.19,4.72,7.4,2.48,4.91,339.75
20190102,101.59,2.59,3.77,1.16,2.61,309.12,4.12,7.16,1.62,5.54,309.5
20190103,101.59,2.27,3.66,0.88,2.78,274.38,3.34,5.67,1.23,4.45,274.06
20190104,101.68,2.39,3.27,1.56,1.71,326.88,3.54,5.66,1.78,3.88,327.06
20190105,101.51,2.61,3.82,1.79,2.03,328.75,3.95,6.69,2.62,4.06,329.19
20190106,101.34,2.3,3.8,1.41,2.38,323.5,3.37,6.11,2.03,4.09,309.0
20190107,101.18,2.48,4.25,0.34,3.91,278.12,3.74,7.17,0.44,6.73,278.31
20190108,101.12,3.08,4.77,1.83,2.94,320.0,4.77,8.22,2.72,5.5,320.12
20190109,101.24,1.84,3.44,0.28,3.16,264.75,2.7,5.01,0.34,4.66,264.62
20190110,101.33,1.68,3.38,0.55,2.83,249.81,2.41,4.8,0.52,4.27,249.38
20190111,101.41,2.1,3.99,0.09,3.91,262.81,2.98,5.84,0.1,5.74,262.38
20190112,101.38,1.97,3.63,0.41,3.23,315.12,2.84,5.91,0.54,5.37,315.12
20190113,101.37,2.16,3.81,0.22,3.59,305.88,3.18,6.09,0.34,5.76,306.25
20190114,101.19,1.92,3.7,0.12,3.58,281.69,2.98,6.16,0.16,6.01,281.19
20190115,101.35,2.67,4.2,1.21,2.99,283.81,4.05,6.95,1.72,5.23,284.12
20190116,101.42,2.27,4.0,0.89,3.11,290.5,3.3,6.6,1.23,5.38,290.69
20190117,101.21,1.98,3.48,0.3,3.19,282.69,2.9,6.16,0.45,5.7,282.94
20190118,101.19,2.0,2.95,0.63,2.32,263.88,2.85,4.56,0.88,3.68,263.19
20190119,101.31,1.94,3.72,0.06,3.66,308.19,2.91,5.78,0.1,5.69,307.88
20190120,101.34,1.75,3.21,0.91,2.3,274.56,2.46,4.54,1.27,3.28,274.25
20190121,101.28,1.99,3.32,0.88,2.45,259.81,2.93,5.41,1.12,4.29,259.75
20190122,101.28,1.49,2.59,0.26,2.34,245.62,2.18,4.13,0.36,3.77,243.31
20190123,101.23,1.64,2.76,0.42,2.34,219.94,2.42,4.55,0.46,4.09,218.5
20190124,101.28,1.7,3.48,0.17,3.3,215.88,2.55,5.27,0.12,5.14,214.94
20190125,101.33,1.73,3.81,0.27,3.55,214.31,2.48,5.52,0.35,5.16,200.69
20190126,101.37,2.83,4.8,1.14,3.66,191.69,4.73,8.79,1.26,7.53,193.75
20190127,101.4,3.37,4.82,1.88,2.93,290.19,5.28,7.6,2.88,4.72,290.88
20190128,101.41,3.65,5.18,2.43,2.75,340.0,5.64,7.77,4.44,3.33,340.38
20190129,101.41,3.69,5.06,1.61,3.45,311.0,5.35,7.52,2.42,5.09,310.94
20190130,101.55,2.51,3.66,0.27,3.38,291.56,3.85,6.86,0.38,6.48,291.44
20190131,101.49,2.51,3.94,1.28,2.66,300.06,3.76,7.29,1.84,5.45,300.62
20190201,101.33,2.32,4.1,0.16,3.95,313.06,3.43,6.62,0.26,6.37,313.69
20190202,101.18,2.18,3.49,0.13,3.36,278.25,3.34,6.71,0.16,6.55,277.94
20190203,101.36,1.91,3.33,0.39,2.94,265.31,2.75,4.83,0.53,4.3,265.19
20190204,101.52,2.05,3.78,0.18,3.6,281.69,2.96,5.98,0.23,5.76,296.25
20190205,101.38,2.3,3.56,0.88,2.68,300.88,3.27,4.86,1.28,3.57,300.44
20190206,101.08,1.97,2.87,0.34,2.52,266.81,2.86,4.94,0.55,4.38,266.38
20190207,101.09,2.14,3.05,0.8,2.24,210.81,3.53,6.35,1.13,5.22,210.5
20190208,101.06,2.5,3.28,1.28,2.0,200.19,4.37,7.12,1.43,5.7,200.44
20190209,101.15,2.48,4.21,0.72,3.48,150.69,3.83,7.38,1.03,6.35,151.31
20190210,101.53,2.93,4.69,1.53,3.16,245.69,4.34,6.68,2.19,4.49,245.69
20190211,101.56,2.56,3.98,1.31,2.66,315.69,3.56,6.27,1.88,4.4,315.94
20190212,101.6,2.2,3.76,0.97,2.79,330.56,3.2,6.75,1.33,5.42,330.75
20190213,101.53,2.22,3.57,0.26,3.31,295.88,3.32,6.52,0.34,6.19,295.75
20190214,101.25,1.87,3.2,0.34,2.85,259.0,2.97,6.11,0.43,5.68,259.31
20190215,101.16,1.97,3.17,0.91,2.27,235.56,3.13,6.27,1.0,5.26,235.06
20190216,101.14,3.28,6.22,0.76,5.46,277.62,4.84,8.33,1.17,7.16,277.62
20190217,100.87,2.43,3.7,0.18,3.52,247.25,3.73,6.96,0.3,6.65,247.75
20190218,100.85,2.2,3.99,0.43,3.57,221.75,3.5,7.11,0.6,6.5,221.94
20190219,101.03,2.45,3.95,0.91,3.04,220.62,4.14,8.52,1.19,7.33,221.44
20190220,101.3,2.38,3.46,0.6,2.87,246.5,3.76,7.36,0.88,6.48,246.12
20190221,101.34,2.39,3.16,0.62,2.54,263.06,3.76,5.85,0.95,4.91,262.88
20190222,101.0,2.54,5.29,0.57,4.71,254.75,4.27,9.13,0.84,8.29,254.69
20190223,100.73,2.66,4.64,0.46,4.18,258.69,4.16,7.74,0.71,7.03,257.88
20190224,100.73,2.03,3.9,0.73,3.16,215.31,3.34,6.96,0.88,6.09,214.94
20190225,100.73,2.37,4.83,0.48,4.34,148.06,3.59,5.62,0.54,5.08,147.31
20190226,100.73,2.78,4.33,0.47,3.86,157.94,4.41,6.05,0.88,5.18,158.56
20190227,100.59,4.38,7.07,1.83,5.24,183.19,6.65,8.69,3.7,4.98,184.19
20190228,100.81,3.56,5.3,1.85,3.45,221.88,5.46,7.06,3.05,4.01,221.81
20190301,101.14,2.23,3.84,0.66,3.17,202.0,3.2,5.6,1.02,4.58,202.19
20190302,101.13,1.73,3.22,0.35,2.87,242.38,2.45,5.05,0.52,4.54,242.19
20190303,100.85,2.05,2.97,0.58,2.38,234.69,3.08,6.1,0.83,5.27,233.94
20190304,100.54,3.09,5.3,1.89,3.4,205.44,5.0,8.53,2.27,6.27,206.12
20190305,100.42,3.07,4.9,1.19,3.71,227.56,4.59,8.03,1.88,6.15,227.62
20190306,100.63,1.85,2.73,0.46,2.27,220.75,2.55,4.33,0.65,3.68,220.62
20190307,100.8,2.23,4.74,0.62,4.11,194.94,3.13,6.93,1.0,5.93,195.12
20190308,100.94,2.25,3.31,0.73,2.59,271.69,3.55,5.89,1.1,4.79,271.81
20190309,100.96,2.23,3.48,0.33,3.15,226.25,3.72,7.34,0.56,6.78,226.75
20190310,100.91,3.15,5.41,1.22,4.2,200.56,5.12,8.25,1.46,6.79,202.0
20190311,100.97,2.05,3.17,0.41,2.77,234.38,3.34,6.67,0.45,6.22,233.81
20190312,100.93,2.35,4.41,0.74,3.66,224.38,4.06,8.31,0.87,7.45,224.88
20190313,100.93,2.48,4.12,0.18,3.95,170.44,4.14,7.3,0.28,7.02,170.25
20190314,100.98,1.8,3.46,0.2,3.27,191.75,3.34,7.12,0.24,6.88,192.75
20190315,101.05,2.29,3.32,0.37,2.95,266.12,3.6,6.52,0.6,5.91,265.94
20190316,101.02,2.52,3.48,1.45,2.04,240.5,4.25,7.43,2.34,5.09,240.56
20190317,101.0,1.85,2.99,0.19,2.8,227.38,3.16,6.48,0.27,6.21,241.31
20190318,100.96,3.56,7.27,1.99,5.28,252.69,5.58,9.28,3.34,5.94,267.5
20190319,100.71,2.77,3.93,1.38,2.55,239.62,4.52,7.91,2.23,5.67,239.81
20190320,100.75,2.5,4.29,1.24,3.05,241.81,4.23,8.66,1.94,6.72,242.12
20190321,100.78,3.14,5.14,1.3,3.84,209.25,5.3,8.48,1.57,6.91,210.19
20190322,100.71,3.29,4.27,2.21,2.05,214.44,5.43,7.7,3.2,4.49,215.75
20190323,100.73,2.67,3.76,1.22,2.54,264.25,4.38,6.37,1.8,4.57,264.31
20190324,100.75,2.05,3.38,0.72,2.66,257.81,3.27,6.2,0.91,5.3,258.75
20190325,100.73,2.46,3.34,1.24,2.1,233.75,4.36,7.18,1.59,5.59,235.81
20190326,100.82,2.63,4.45,0.93,3.52,176.94,4.16,6.78,1.05,5.73,177.94
20190327,100.98,2.39,4.48,0.57,3.91,148.81,3.81,7.73,0.62,7.1,148.94
20190328,100.88,2.36,4.04,1.11,2.92,212.06,4.09,7.79,1.52,6.26,213.44
20190329,100.56,4.08,6.05,2.73,3.32,193.5,6.23,8.98,4.48,4.5,194.62
20190330,100.46,3.0,4.77,0.37,4.4,225.88,4.72,8.04,0.51,7.53,226.38
20190331,100.38,4.07,7.15,2.53,4.61,190.62,6.05,10.02,2.88,7.14,192.06
20190401,100.47,4.06,6.05,1.82,4.23,174.0,5.71,8.77,1.7,7.08,175.62
20190402,100.45,3.56,6.25,1.93,4.31,227.44,5.69,9.8,2.3,7.51,228.31
20190403,100.56,2.65,6.07,0.34,5.73,211.31,4.23,9.96,0.51,9.45,212.88
20190404,100.62,3.89,6.96,2.48,4.47,181.12,5.7,9.9,3.73,6.16,182.75
20190405,100.53,2.41,5.09,0.23,4.87,209.81,4.02,8.55,0.5,8.05,209.12
20190406,100.51,2.3,4.8,0.39,4.42,140.0,3.79,8.4,0.32,8.08,142.88
20190407,100.51,3.78,5.25,2.01,3.25,165.94,5.57,7.21,2.32,4.89,168.0
20190408,100.32,4.57,7.47,2.34,5.14,181.62,6.54,10.38,4.7,5.67,183.56
20190409,100.4,3.44,6.27,0.54,5.74,216.0,5.11,9.09,0.8,8.28,218.0
20190410,100.52,4.33,6.12,2.87,3.25,179.25,6.02,8.62,3.52,5.09,181.12
20190411,100.45,3.41,6.27,2.1,4.16,164.69,4.87,8.59,2.19,6.41,167.0
20190412,100.37,2.54,5.94,0.22,5.72,191.94,3.92,8.17,0.45,7.72,197.81
20190413,100.41,2.56,6.42,0.26,6.16,190.19,3.89,9.06,0.37,8.7,194.81
20190414,100.4,3.8,6.64,2.12,4.52,177.25,5.3,9.01,2.12,6.88,179.25
20190415,100.32,3.33,5.52,1.02,4.49,189.25,4.88,8.47,0.93,7.55,192.25
20190416,100.35,2.86,4.45,1.38,3.08,181.88,4.35,6.8,1.99,4.81,181.69
20190417,100.55,1.48,3.48,0.75,2.74,177.56,2.4,5.53,0.81,4.72,179.06
20190418,100.62,2.05,4.4,0.58,3.82,239.44,3.3,7.05,0.57,6.48,240.25
20190419,100.44,2.86,4.45,0.57,3.88,268.06,4.26,7.18,0.75,6.43,268.38
20190420,100.32,2.59,4.71,1.18,3.52,239.56,3.92,7.6,2.48,5.12,239.94
20190421,100.22,3.77,5.41,2.97,2.44,193.5,5.32,8.34,3.41,4.94,194.5
20190422,100.27,2.38,4.73,0.28,4.45,182.12,3.72,7.58,0.32,7.26,183.88
20190423,100.47,3.42,5.6,2.0,3.6,178.75,4.95,8.39,2.82,5.56,180.25
20190424,100.51,3.65,5.8,2.07,3.73,184.31,5.14,8.65,2.95,5.7,185.69
20190425,100.45,3.93,6.05,2.68,3.36,185.69,5.46,8.34,2.9,5.45,186.94
20190426,100.21,3.93,7.94,1.8,6.14,192.38,5.25,10.23,2.0,8.23,195.62
20190427,100.1,4.18,8.02,0.83,7.2,194.5,5.47,10.32,0.99,9.32,197.81
20190428,100.07,4.27,7.84,1.23,6.6,202.62,5.68,10.41,1.49,8.92,206.19
20190429,100.14,5.19,8.39,2.41,5.98,192.94,6.62,10.67,2.54,8.13,195.38
20190430,100.13,6.8,9.62,4.81,4.81,187.62,8.59,12.29,5.8,6.48,189.38
20190501,100.17,6.93,8.99,4.41,4.58,185.69,8.82,10.46,6.43,4.03,186.38
20190502,100.2,5.38,7.79,2.87,4.93,166.94,7.05,8.95,5.22,3.73,166.94
20190503,99.86,6.64,9.95,3.09,6.86,112.44,8.88,12.53,4.87,7.66,113.5
20190504,99.82,6.59,13.12,0.77,12.35,274.5,8.65,16.65,1.15,15.5,276.0
20190505,100.34,3.27,7.1,1.61,5.5,204.25,4.79,9.81,2.34,7.47,206.06
20190506,100.14,3.43,5.82,1.31,4.51,234.88,5.08,9.21,1.9,7.31,235.62
20190507,100.0,3.35,5.7,1.52,4.18,223.81,5.3,9.66,1.91,7.74,225.62
20190508,99.92,2.84,6.34,0.34,6.0,231.31,4.67,10.16,0.59,9.56,233.25
20190509,99.8,3.62,5.82,1.83,3.99,213.81,5.39,8.72,2.02,6.7,216.31
20190510,99.97,3.7,6.69,1.34,5.34,199.19,5.37,9.27,1.34,7.93,201.12
20190511,100.17,4.08,6.03,2.45,3.59,198.69,5.48,8.48,2.55,5.94,200.44
20190512,100.14,3.62,6.26,0.98,5.27,183.69,5.0,8.78,1.03,7.75,183.5
20190513,100.06,4.21,6.37,2.45,3.91,192.25,5.62,8.76,2.73,6.03,194.12
20190514,100.07,3.88,5.97,0.86,5.11,208.12,5.41,8.44,1.05,7.39,210.25
20190515,100.19,5.32,6.37,4.27,2.09,191.75,7.04,8.77,5.51,3.27,193.19
20190516,100.22,3.08,6.55,0.2,6.34,217.19,4.45,8.8,0.34,8.46,222.06
20190517,100.1,3.98,7.22,1.67,5.55,221.69,5.37,9.51,2.23,7.28,223.69
20190518,100.04,3.52,6.1,0.28,5.83,162.81,4.55,7.95,0.17,7.78,157.75
20190519,100.21,3.25,6.05,0.63,5.42,182.38,4.34,7.94,0.59,7.34,181.88
20190520,100.34,4.08,6.53,2.61,3.92,188.06,5.23,8.63,2.98,5.65,190.0
20190521,100.23,4.7,7.03,2.92,4.11,188.5,5.88,9.09,3.7,5.4,190.19
20190522,100.1,4.93,7.22,2.73,4.48,186.38,6.15,9.33,2.81,6.52,188.56
20190523,100.13,6.2,7.76,4.45,3.3,175.06,7.73,9.77,6.38,3.41,176.81
20190524,99.98,5.7,7.62,4.0,3.62,179.12,7.16,9.73,4.35,5.37,181.38
20190525,99.85,5.27,6.66,3.57,3.08,171.25,6.62,8.39,3.73,4.66,173.25
20190526,99.86,3.27,6.15,0.86,5.29,213.69,4.55,8.52,1.19,7.34,217.5
20190527,99.94,4.33,7.17,2.16,5.02,186.81,5.52,9.26,3.85,5.41,188.69
20190528,99.9,4.62,7.01,3.29,3.72,178.0,5.77,9.07,3.84,5.22,179.56
20190529,99.83,4.03,8.34,2.04,6.3,178.0,5.08,10.46,2.27,8.2,181.06
20190530,99.79,5.29,8.85,3.18,5.67,181.88,6.62,11.35,4.16,7.2,184.0
20190531,99.9,6.27,7.15,5.12,2.02,173.31,7.84,9.7,6.69,3.02,174.94
20190601,99.92,5.46,8.67,3.95,4.72,181.0,6.82,10.86,4.33,6.53,183.44
20190602,100.01,6.41,8.26,4.83,3.43,166.44,7.92,10.05,6.77,3.28,168.12
20190603,100.02,3.28,6.53,1.46,5.07,187.94,4.41,8.45,1.5,6.95,192.06
20190604,99.93,5.86,8.02,4.25,3.77,187.06,7.34,10.12,5.98,4.13,189.12
20190605,99.84,4.67,6.24,3.11,3.12,178.5,5.92,8.39,3.48,4.92,180.56
20190606,99.92,3.3,4.12,2.37,1.76,161.12,4.38,5.46,3.09,2.38,162.38
20190607,100.03,1.58,2.26,0.77,1.48,110.12,2.32,3.68,0.91,2.77,108.75
20190608,99.95,1.98,3.98,0.2,3.77,125.5,2.73,5.64,0.17,5.47,126.38
20190609,99.78,3.49,7.43,1.36,6.07,194.31,4.42,9.19,1.82,7.37,198.0
20190610,99.63,5.12,7.73,3.65,4.08,165.94,6.2,9.54,4.34,5.2,167.44
20190611,99.59,5.63,7.87,3.59,4.27,155.44,6.85,9.36,5.2,4.16,156.69
20190612,99.65,3.62,4.52,2.66,1.84,139.0,4.75,5.95,3.99,1.97,139.44
20190613,99.58,2.67,6.96,0.3,6.66,201.44,3.55,8.91,0.31,8.59,203.69
20190614,99.44,3.27,5.67,0.91,4.76,230.94,4.48,7.66,0.96,6.7,231.88
20190615,99.49,3.27,6.06,0.39,5.66,208.81,4.35,8.78,0.37,8.41,208.06
20190616,99.43,4.06,6.04,1.24,4.8,233.81,5.49,8.42,1.34,7.09,236.56
20190617,99.46,4.62,8.31,1.45,6.86,247.25,6.04,10.3,1.83,8.48,248.5
20190618,99.54,3.71,6.07,0.47,5.6,148.38,4.6,7.8,0.79,7.02,147.69
20190619,99.58,3.45,5.2,1.08,4.12,144.12,4.27,6.79,1.19,5.6,142.81
20190620,99.76,3.29,4.57,2.27,2.3,163.75,4.26,6.46,3.36,3.1,164.19
20190621,99.76,2.33,3.56,1.48,2.09,131.19,3.45,5.02,1.76,3.26,131.06
20190622,99.8,5.38,8.7,1.52,7.18,156.19,7.2,10.39,3.19,7.2,156.75
20190623,99.96,4.7,7.12,2.71,4.41,166.12,6.32,8.48,4.66,3.81,166.31
20190624,100.03,4.22,6.68,2.34,4.34,182.25,5.58,8.81,3.66,5.16,183.69
20190625,100.03,5.02,7.12,3.31,3.81,193.31,6.27,9.18,3.56,5.62,195.06
20190626,99.87,6.41,7.68,5.26,2.42,200.38,8.23,9.41,7.21,2.2,201.75
20190627,99.62,5.26,6.37,3.96,2.41,196.31,6.84,8.53,4.61,3.92,197.56
20190628,99.47,4.54,5.84,3.43,2.41,197.38,6.2,8.58,3.95,4.62,199.0
20190629,99.46,2.73,5.05,1.4,3.66,190.25,3.88,7.05,1.64,5.41,190.5
20190630,99.46,2.09,4.05,0.45,3.6,221.06,3.1,5.8,0.41,5.39,221.31
20190701,99.29,3.98,5.51,2.52,2.98,171.44,5.67,6.95,3.97,2.98,156.69
20190702,99.33,5.51,7.13,2.81,4.31,143.5,7.45,8.36,5.62,2.73,143.94
20190703,99.51,4.33,5.14,3.53,1.61,182.06,6.0,7.53,4.55,2.98,183.38
20190704,99.48,3.93,4.98,2.71,2.27,196.94,5.42,7.25,3.04,4.2,198.25
20190705,99.27,2.7,4.31,1.28,3.03,185.62,4.09,6.03,1.45,4.59,186.31
20190706,99.03,3.08,6.11,0.52,5.59,217.0,4.25,8.66,0.96,7.7,203.56
20190707,99.25,6.42,9.39,3.95,5.45,226.25,8.83,11.67,6.35,5.32,227.44
20190708,99.51,6.49,8.01,4.8,3.2,200.44,8.48,9.75,6.88,2.87,201.81
20190709,99.62,6.36,8.66,4.26,4.4,201.94,8.34,10.48,6.3,4.18,202.94
20190710,99.63,5.15,6.34,3.69,2.66,208.19,6.84,8.51,5.48,3.02,209.44
20190711,99.84,5.8,6.92,4.02,2.9,202.5,7.68,8.94,5.95,2.98,203.69
20190712,99.96,5.33,6.26,4.66,1.6,205.44,7.12,8.54,5.76,2.78,206.62
20190713,99.96,4.89,5.91,3.42,2.48,214.38,6.66,8.05,5.28,2.76,215.56
20190714,99.72,4.76,6.1,3.64,2.45,225.19,6.8,7.95,5.38,2.56,226.5
20190715,99.62,3.87,5.31,2.14,3.17,222.62,5.37,7.66,2.49,5.17,223.94
20190716,99.75,3.05,4.71,1.56,3.15,225.69,4.57,7.45,1.63,5.81,227.19
20190717,99.78,2.18,3.96,0.75,3.21,161.44,3.2,6.2,0.73,5.48,159.69
20190718,99.73,3.08,4.68,1.0,3.68,159.81,4.24,7.09,1.72,5.38,159.19
20190719,99.82,3.68,5.96,1.2,4.76,142.12,4.86,6.77,2.07,4.7,141.75
