,Date,PS,WS10M,WS10M_RANGE,WD10M,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,Visibility,Cloud Cover,Conditions,weather_type
803,2019-03-16,101.02,2.52,2.04,240.5,26.35,70.75,0.04,196.42,4.0,30.4,Partially cloudy,Partially cloudy
804,2019-03-17,101.0,1.85,2.8,227.38,26.78,67.0,0.55,230.8,4.0,1.4,Clear,Clear
805,2019-03-18,100.96,3.56,5.28,252.69,24.41,73.88,7.42,180.12,4.0,100.0,Overcast,Overcast
806,2019-03-19,100.71,2.77,2.55,239.62,25.4,68.94,0.03,218.48,4.0,38.8,Partially cloudy,Partially cloudy
807,2019-03-20,100.75,2.5,3.05,241.81,25.38,64.56,0.0,236.91,4.0,37.8,Partially cloudy,Partially cloudy
808,2019-03-21,100.78,3.14,3.84,209.25,26.7,70.81,0.17,250.4,4.0,15.7,Clear,Clear
809,2019-03-22,100.71,3.29,2.05,214.44,27.9,69.31,1.46,237.08,4.0,75.1,Overcast,Overcast
810,2019-03-23,100.73,2.67,2.54,264.25,26.51,57.06,0.43,265.06,4.0,2.5,Clear,Clear
811,2019-03-24,100.75,2.05,2.66,257.81,25.66,48.0,0.0,284.74,4.0,0.0,Clear,Clear
812,2019-03-25,100.73,2.46,2.1,233.75,25.92,53.38,0.0,277.91,4.0,1.0,Clear,Clear
813,2019-03-26,100.82,2.63,3.52,176.94,27.3,61.88,0.9,243.83,4.0,16.1,Clear,Clear
814,2019-03-27,100.98,2.39,3.91,148.81,26.55,59.56,1.39,240.7,4.0,1.3,Clear,Clear
815,2019-03-28,100.88,2.36,2.92,212.06,26.89,66.38,0.0,251.62,4.0,96.9,Overcast,Overcast
816,2019-03-29,100.56,4.08,3.32,193.5,27.51,69.88,0.0,249.49,4.0,94.5,Overcast,Overcast
817,2019-03-30,100.46,3.0,4.4,225.88,28.48,65.5,0.0,239.41,4.0,33.0,Partially cloudy,Partially cloudy
818,2019-03-31,100.38,4.07,4.61,190.62,28.98,67.31,1.33,244.48,4.0,33.0,Partially cloudy,Partially cloudy
819,2019-04-01,100.47,4.06,4.23,174.0,29.01,70.88,1.96,235.04,4.0,59.1,Partially cloudy,Partially cloudy
820,2019-04-02,100.45,3.56,4.31,227.44,29.18,62.19,0.44,238.53,4.0,20.6,Clear,Clear
821,2019-04-03,100.56,2.65,5.73,211.31,27.96,49.94,0.0,266.23,3.4,14.0,Clear,Clear
822,2019-04-04,100.62,3.89,4.47,181.12,29.17,66.81,0.0,235.63,4.0,43.2,Partially cloudy,Partially cloudy
823,2019-04-05,100.53,2.41,4.87,209.81,29.46,64.88,1.11,203.3,4.0,59.6,Partially cloudy,Partially cloudy
824,2019-04-06,100.51,2.3,4.42,140.0,29.91,69.0,10.53,241.56,3.5,38.8,Partially cloudy,Partially cloudy
825,2019-04-07,100.51,3.78,3.25,165.94,28.96,70.81,5.38,248.3,4.0,30.0,Partially cloudy,Partially cloudy
826,2019-04-08,100.32,4.57,5.14,181.62,29.21,70.81,3.79,210.77,4.0,100.0,Overcast,Overcast
827,2019-04-09,100.4,3.44,5.74,216.0,29.43,66.5,4.87,266.19,4.0,0.8,Clear,Clear
828,2019-04-10,100.52,4.33,3.25,179.25,29.3,71.5,3.53,238.65,4.0,78.2,Overcast,Overcast
829,2019-04-11,100.45,3.41,4.16,164.69,29.7,71.0,0.1,247.55,4.0,59.3,Partially cloudy,Partially cloudy
830,2019-04-12,100.37,2.54,5.72,191.94,30.51,66.69,0.1,265.6,4.0,94.4,Overcast,Overcast
831,2019-04-13,100.41,2.56,6.16,190.19,31.15,62.62,0.08,275.5,4.0,0.6,Clear,Clear
832,2019-04-14,100.4,3.8,4.52,177.25,31.21,64.19,0.13,265.45,4.0,38.8,Partially cloudy,Partially cloudy
833,2019-04-15,100.32,3.33,4.49,189.25,32.05,59.0,0.01,257.81,4.0,29.5,Partially cloudy,Partially cloudy
834,2019-04-16,100.35,2.86,3.08,181.88,32.19,53.75,0.01,233.49,4.0,45.1,Partially cloudy,"Sky Coverage Decreasing, Sky Unchanged"
835,2019-04-17,100.55,1.48,2.74,177.56,32.15,62.12,2.89,202.93,4.0,0.6,Clear,Clear
836,2019-04-18,100.62,2.05,3.82,239.44,30.23,56.69,1.5,249.98,4.0,0.6,Clear,Clear
837,2019-04-19,100.44,2.86,3.88,268.06,30.46,57.94,2.4,139.07,4.0,77.6,Overcast,Overcast
838,2019-04-20,100.32,2.59,3.52,239.56,30.3,55.25,0.99,281.35,3.9,41.0,Partially cloudy,Partially cloudy
839,2019-04-21,100.22,3.77,2.44,193.5,30.56,56.69,2.87,258.58,3.9,50.1,Partially cloudy,Partially cloudy
840,2019-04-22,100.27,2.38,4.45,182.12,30.33,62.31,7.49,263.18,4.0,29.9,Partially cloudy,Partially cloudy
841,2019-04-23,100.47,3.42,3.6,178.75,30.3,61.0,0.01,284.89,4.0,1.2,Clear,Clear
842,2019-04-24,100.51,3.65,3.73,184.31,31.23,58.19,0.0,278.02,4.0,1.6,Clear,Clear
843,2019-04-25,100.45,3.93,3.36,185.69,31.35,58.81,0.22,278.5,4.0,11.2,Clear,Clear
844,2019-04-26,100.21,3.93,6.14,192.38,32.26,61.06,0.17,266.25,4.0,16.2,Clear,Clear
845,2019-04-27,100.1,4.18,7.2,194.5,32.86,61.44,0.12,270.68,4.0,29.3,Partially cloudy,Partially cloudy
846,2019-04-28,100.07,4.27,6.6,202.62,33.44,56.81,0.0,287.16,4.0,2.7,Clear,Clear
847,2019-04-29,100.14,5.19,5.98,192.94,33.0,59.06,0.0,295.24,4.4,2.1,Clear,Clear
848,2019-04-30,100.13,6.8,4.81,187.62,32.09,61.75,2.62,288.52,4.0,2.1,Clear,Clear
849,2019-05-01,100.17,6.93,4.58,185.69,30.89,67.44,0.48,290.52,4.0,21.4,Clear,Clear
850,2019-05-02,100.2,5.38,4.93,166.94,31.23,66.5,0.76,185.8,4.0,98.9,Overcast,Overcast
851,2019-05-03,99.86,6.64,6.86,112.44,28.15,83.06,57.86,44.22,3.9,99.8,Overcast,Light Rain
852,2019-05-04,99.82,6.59,12.35,274.5,29.19,74.56,9.04,201.32,3.9,99.5,Overcast,Overcast
853,2019-05-05,100.34,3.27,5.5,204.25,30.59,69.12,0.22,268.14,4.0,40.2,Partially cloudy,Partially cloudy
854,2019-05-06,100.14,3.43,4.51,234.88,31.52,61.5,0.26,271.33,4.0,15.4,Clear,Clear
855,2019-05-07,100.0,3.35,4.18,223.81,31.39,59.75,0.5,270.7,4.0,2.1,Clear,Clear
856,2019-05-08,99.92,2.84,6.0,231.31,30.73,65.38,15.63,290.99,4.0,26.8,Partially cloudy,Partially cloudy
857,2019-05-09,99.8,3.62,3.99,213.81,32.28,60.12,0.0,284.03,4.0,0.6,Clear,Clear
858,2019-05-10,99.97,3.7,5.34,199.19,32.36,59.06,0.0,278.62,4.0,1.0,Clear,Clear
859,2019-05-11,100.17,4.08,3.59,198.69,32.21,66.5,0.0,277.32,4.0,1.0,Clear,Clear
860,2019-05-12,100.14,3.62,5.27,183.69,32.61,63.12,0.13,217.69,4.0,1.1,Clear,Clear
861,2019-05-13,100.06,4.21,3.91,192.25,33.3,60.62,0.73,246.28,4.0,29.5,Partially cloudy,Partially cloudy
862,2019-05-14,100.07,3.88,5.11,208.12,32.55,62.38,6.21,252.18,4.0,1.8,Clear,Clear
863,2019-05-15,100.19,5.32,2.09,191.75,32.25,63.0,5.9,259.18,4.0,0.9,Clear,Clear
864,2019-05-16,100.22,3.08,6.34,217.19,32.53,62.31,0.97,296.39,4.0,2.7,Clear,Clear
865,2019-05-17,100.1,3.98,5.55,221.69,33.23,59.5,0.0,279.51,4.0,1.7,Clear,Clear
866,2019-05-18,100.04,3.52,5.83,162.81,33.03,62.69,0.26,262.47,4.4,29.4,Partially cloudy,Partially cloudy
867,2019-05-19,100.21,3.25,5.42,182.38,32.86,64.44,0.48,256.35,4.0,39.6,Partially cloudy,Partially cloudy
868,2019-05-20,100.34,4.08,3.92,188.06,32.49,64.75,0.25,257.54,4.0,56.8,Partially cloudy,Partially cloudy
869,2019-05-21,100.23,4.7,4.11,188.5,32.94,63.0,0.16,267.91,4.0,16.8,Clear,Clear
870,2019-05-22,100.1,4.93,4.48,186.38,32.89,61.94,0.62,263.85,4.0,1.0,Clear,Clear
871,2019-05-23,100.13,6.2,3.3,175.06,32.03,66.0,1.53,217.64,4.0,97.1,Overcast,Overcast
872,2019-05-24,99.98,5.7,3.62,179.12,32.35,68.06,1.54,273.38,4.0,1.8,Clear,Clear
873,2019-05-25,99.85,5.27,3.08,171.25,31.46,72.56,6.02,239.41,4.0,96.5,Overcast,Overcast
874,2019-05-26,99.86,3.27,5.29,213.69,32.94,63.06,0.38,259.76,4.0,21.4,Clear,Clear
875,2019-05-27,99.94,4.33,5.02,186.81,32.93,65.62,0.0,278.09,4.0,97.2,Overcast,Overcast
876,2019-05-28,99.9,4.62,3.72,178.0,32.93,64.44,0.0,290.93,4.0,3.1,Clear,Clear
877,2019-05-29,99.83,4.03,6.3,178.0,33.76,59.25,0.01,280.58,4.0,2.5,Clear,Clear
878,2019-05-30,99.79,5.29,5.67,181.88,33.78,58.62,0.05,287.72,4.0,30.4,Partially cloudy,Partially cloudy
879,2019-05-31,99.9,6.27,2.02,173.31,32.58,65.44,7.12,228.22,4.0,40.9,Partially cloudy,Partially cloudy
880,2019-06-01,99.92,5.46,4.72,181.0,32.87,66.19,0.36,267.05,4.0,15.7,Clear,Clear
881,2019-06-02,100.01,6.41,3.43,166.44,32.28,67.88,5.6,170.02,4.0,77.4,Overcast,Overcast
882,2019-06-03,100.02,3.28,5.07,187.94,31.94,66.94,3.0,247.91,4.0,79.5,Overcast,Overcast
883,2019-06-04,99.93,5.86,3.77,187.06,32.15,64.94,1.15,225.88,4.0,3.5,Clear,Clear
884,2019-06-05,99.84,4.67,3.12,178.5,30.98,75.19,2.94,154.87,4.0,95.5,Overcast,Overcast
885,2019-06-06,99.92,3.3,1.76,161.12,30.37,78.5,1.79,192.01,4.0,98.3,Overcast,Overcast
886,2019-06-07,100.03,1.58,1.48,110.12,30.22,73.94,0.14,137.76,4.0,87.2,Overcast,Overcast
887,2019-06-08,99.95,1.98,3.77,125.5,30.76,70.56,0.2,212.49,4.0,59.0,Partially cloudy,Partially cloudy
888,2019-06-09,99.78,3.49,6.07,194.31,32.17,67.0,0.04,247.52,4.0,30.4,Partially cloudy,Partially cloudy
889,2019-06-10,99.63,5.12,4.08,165.94,32.35,69.31,0.0,270.43,4.0,40.3,Partially cloudy,Partially cloudy
890,2019-06-11,99.59,5.63,4.27,155.44,32.12,71.31,0.62,263.66,4.0,21.5,Clear,Clear
891,2019-06-12,99.65,3.62,1.84,139.0,32.01,74.69,3.94,244.16,4.0,58.8,Partially cloudy,Partially cloudy
892,2019-06-13,99.58,2.67,6.66,201.44,32.4,71.62,3.62,223.6,4.0,56.0,Partially cloudy,Partially cloudy
893,2019-06-14,99.44,3.27,4.76,230.94,33.99,61.5,1.22,255.32,4.0,40.3,Partially cloudy,Partially cloudy
894,2019-06-15,99.49,3.27,5.66,208.81,32.83,66.5,12.47,176.45,4.0,32.3,Partially cloudy,Partially cloudy
895,2019-06-16,99.43,4.06,4.8,233.81,35.3,56.0,0.25,279.74,4.0,16.1,Clear,Clear
896,2019-06-17,99.46,4.62,6.86,247.25,35.67,52.25,0.0,180.0,4.0,99.5,Overcast,Overcast
897,2019-06-18,99.54,3.71,5.6,148.38,33.4,62.81,2.0,218.39,4.0,29.1,Partially cloudy,Partially cloudy
898,2019-06-19,99.58,3.45,4.12,144.12,33.1,65.94,1.47,228.09,4.0,60.1,Partially cloudy,Partially cloudy
899,2019-06-20,99.76,3.29,2.3,163.75,30.87,75.69,4.58,234.81,4.0,40.1,Partially cloudy,Partially cloudy
900,2019-06-21,99.76,2.33,2.09,131.19,29.26,82.06,25.98,103.62,4.0,100.0,Overcast,Overcast
901,2019-06-22,99.8,5.38,7.18,156.19,29.51,79.69,9.78,201.55,4.0,99.0,Overcast,Overcast
902,2019-06-23,99.96,4.7,4.41,166.12,30.7,74.0,3.78,245.7,4.0,59.8,Partially cloudy,Partially cloudy
903,2019-06-24,100.03,4.22,4.34,182.25,31.74,71.0,0.41,281.65,4.0,29.5,Partially cloudy,Partially cloudy
904,2019-06-25,100.03,5.02,3.81,193.31,32.14,68.38,0.0,296.29,4.0,58.4,Partially cloudy,Partially cloudy
905,2019-06-26,99.87,6.41,2.42,200.38,31.97,69.88,0.07,274.95,4.0,59.3,Partially cloudy,Partially cloudy
906,2019-06-27,99.62,5.26,2.41,196.31,31.19,74.94,2.97,193.9,4.0,95.8,Overcast,Overcast
907,2019-06-28,99.47,4.54,2.41,197.38,31.58,71.88,2.48,112.65,4.0,98.5,Overcast,Light Rain
908,2019-06-29,99.46,2.73,3.66,190.25,30.36,78.5,6.0,186.03,4.0,60.7,Partially cloudy,Partially cloudy
909,2019-06-30,99.46,2.09,3.6,221.06,30.32,74.38,1.19,157.66,4.0,100.0,Overcast,Overcast
910,2019-07-01,99.29,3.98,2.98,171.44,29.61,77.62,9.15,152.45,4.0,80.7,Overcast,Overcast
911,2019-07-02,99.33,5.51,4.31,143.5,29.79,82.25,30.69,163.28,4.0,98.3,Overcast,Overcast
912,2019-07-03,99.51,4.33,1.61,182.06,30.02,80.06,7.85,167.76,3.9,98.5,Overcast,Overcast
913,2019-07-04,99.48,3.93,2.27,196.94,30.94,74.06,0.15,206.38,4.0,79.3,Overcast,Overcast
914,2019-07-05,99.27,2.7,3.03,185.62,29.66,81.0,15.28,140.52,3.9,89.7,Overcast,Overcast
915,2019-07-06,99.03,3.08,5.59,217.0,30.21,80.62,12.73,128.16,4.0,99.4,Overcast,"Rain, Sky Unchanged"
916,2019-07-07,99.25,6.42,5.45,226.25,30.32,75.69,2.2,147.18,4.0,98.5,Overcast,Overcast
917,2019-07-08,99.51,6.49,3.2,200.44,30.74,75.56,1.14,204.94,4.0,97.4,Overcast,Overcast
918,2019-07-09,99.62,6.36,4.4,201.94,29.92,77.25,2.11,210.34,4.0,97.2,Overcast,Overcast
919,2019-07-10,99.63,5.15,2.66,208.19,30.26,76.81,0.4,167.71,4.0,79.1,Overcast,Overcast
920,2019-07-11,99.84,5.8,2.9,202.5,29.57,79.88,3.19,143.95,4.0,98.4,Overcast,Overcast
921,2019-07-12,99.96,5.33,1.6,205.44,29.63,80.88,3.02,177.41,4.0,79.5,Overcast,Overcast
922,2019-07-13,99.96,4.89,2.48,214.38,30.26,77.69,1.45,192.3,4.0,98.3,Overcast,Overcast
923,2019-07-14,99.72,4.76,2.45,225.19,30.87,73.44,0.01,224.78,4.0,78.4,Overcast,Overcast
924,2019-07-15,99.62,3.87,3.17,222.62,31.46,71.56,0.28,221.3,4.0,97.8,Overcast,Overcast
925,2019-07-16,99.75,3.05,3.15,225.69,30.92,73.38,3.92,218.97,4.0,49.7,Partially cloudy,Rain
926,2019-07-17,99.78,2.18,3.21,161.44,30.6,74.88,2.41,267.66,4.0,38.6,Partially cloudy,Partially cloudy
927,2019-07-18,99.73,3.08,3.68,159.81,30.93,72.25,1.28,234.91,4.0,1.1,Clear,Clear
928,2019-07-19,99.82,3.68,4.76,142.12,30.48,75.19,0.75,241.71,4.0,60.4,Partially cloudy,Partially cloudy
929,2019-07-20,99.96,4.09,4.8,167.19,30.66,73.38,2.12,235.88,4.0,41.4,Partially cloudy,Partially cloudy
930,2019-07-21,99.99,4.8,3.75,188.5,30.79,72.0,0.12,281.63,4.0,29.7,Partially cloudy,Partially cloudy
931,2019-07-22,99.95,4.73,2.92,187.69,30.07,74.88,0.02,280.65,4.0,29.5,Partially cloudy,Partially cloudy
932,2019-07-23,99.9,5.08,2.98,186.94,30.34,74.56,3.8,255.91,4.0,41.2,Partially cloudy,Partially cloudy
933,2019-07-24,99.87,3.39,2.11,197.19,30.34,75.56,14.76,210.05,4.0,76.4,Overcast,Overcast
934,2019-07-25,99.83,2.76,1.77,213.06,29.1,84.5,11.94,170.07,4.0,98.5,Overcast,Overcast
935,2019-07-26,99.6,2.98,1.8,201.81,28.47,82.75,14.28,141.21,4.0,98.4,Overcast,Overcast
936,2019-07-27,99.53,2.48,1.53,184.88,28.88,82.06,7.8,192.45,4.0,100.0,Overcast,Overcast
937,2019-07-28,99.59,3.89,7.0,113.56,29.06,82.56,17.08,199.16,4.0,100.0,Overcast,Overcast
938,2019-07-29,99.62,6.56,5.22,143.69,28.94,82.88,12.62,195.9,4.0,98.4,Overcast,Overcast
939,2019-07-30,99.87,6.09,3.45,180.06,28.39,80.0,2.58,220.26,4.0,31.1,Partially cloudy,Partially cloudy
940,2019-07-31,99.81,4.9,2.82,192.75,28.79,80.94,2.34,179.69,4.0,93.3,Overcast,Overcast
941,2019-08-01,99.72,3.56,1.49,181.31,29.29,78.44,0.95,200.05,4.0,68.0,Partially cloudy,Partially cloudy
942,2019-08-02,99.55,3.46,2.48,155.69,29.23,82.88,5.9,188.03,4.0,41.9,Partially cloudy,Partially cloudy
943,2019-08-03,99.45,1.88,2.27,172.12,29.78,81.44,7.16,190.0,4.0,100.0,Overcast,Overcast
944,2019-08-04,99.34,2.62,2.62,267.69,30.39,81.56,5.54,168.17,4.0,98.2,Overcast,Overcast
945,2019-08-05,99.19,2.45,2.77,280.06,29.92,84.31,6.3,212.84,4.0,99.0,Overcast,Overcast
946,2019-08-06,99.05,2.25,1.7,149.31,29.12,88.62,8.74,122.44,4.0,99.2,Overcast,Overcast
947,2019-08-07,98.74,6.7,8.55,110.5,28.94,86.25,23.07,118.23,4.0,100.0,Overcast,Drizzle
948,2019-08-08,99.13,7.52,5.05,170.56,28.83,83.69,10.11,148.72,3.9,100.0,Overcast,Overcast
949,2019-08-09,99.66,3.08,2.26,194.81,29.71,80.94,1.75,220.33,4.0,59.5,Partially cloudy,Partially cloudy
950,2019-08-10,99.67,2.58,3.59,262.31,30.37,77.75,1.78,223.19,4.0,98.1,Overcast,Overcast
951,2019-08-11,99.56,2.42,2.95,240.5,30.01,81.56,10.26,227.8,4.0,65.5,Partially cloudy,Partially cloudy
952,2019-08-12,99.45,2.31,1.68,177.69,29.42,87.81,37.72,106.96,4.0,99.4,Overcast,Overcast
953,2019-08-13,99.49,3.16,4.34,127.88,28.3,88.25,20.68,104.77,4.0,100.0,Overcast,Rain
954,2019-08-14,99.85,5.78,2.48,171.94,28.33,87.19,12.22,119.23,4.0,97.1,Overcast,Overcast
955,2019-08-15,100.12,4.22,2.72,205.12,28.43,86.06,8.76,119.59,4.0,100.0,Overcast,Overcast
956,2019-08-16,100.01,3.09,2.2,231.56,28.57,85.5,16.21,180.1,4.0,99.2,Overcast,Overcast
957,2019-08-17,99.97,2.41,2.52,253.75,28.1,89.31,15.59,65.33,4.0,99.8,Overcast,Light Rain
958,2019-08-18,99.96,4.91,5.98,166.75,27.4,89.81,45.54,95.7,3.9,100.0,Overcast,Overcast
959,2019-08-19,100.09,5.54,3.92,183.94,27.69,88.69,0.63,206.45,4.0,61.0,Partially cloudy,Partially cloudy
960,2019-08-20,100.0,3.85,2.93,183.12,28.88,85.5,0.07,224.39,4.0,98.9,Overcast,Overcast
961,2019-08-21,99.87,2.9,2.02,174.25,28.51,89.19,0.15,234.62,4.0,35.2,Partially cloudy,"Sky Coverage Decreasing, Sky Coverage Increasing"
962,2019-08-22,99.82,1.65,1.84,151.75,28.99,83.81,10.82,223.85,4.0,77.4,Overcast,Overcast
963,2019-08-23,99.86,2.54,2.28,154.38,28.57,85.88,18.62,211.53,4.0,78.8,Overcast,Overcast
964,2019-08-24,99.91,2.25,1.73,156.81,28.07,87.25,7.19,98.55,4.0,99.2,Overcast,Overcast
965,2019-08-25,99.87,3.02,3.36,119.38,27.3,89.88,18.28,158.64,4.0,99.6,Overcast,Overcast
966,2019-08-26,99.84,3.06,3.06,142.81,27.48,89.31,6.48,160.3,4.0,89.5,Overcast,Overcast
967,2019-08-27,99.83,3.19,2.77,143.38,28.23,87.06,2.86,157.44,4.0,99.0,Overcast,Overcast
968,2019-08-28,99.9,2.74,2.29,92.5,28.73,88.69,6.66,173.27,4.0,51.1,Partially cloudy,Partially cloudy
969,2019-08-29,99.99,3.4,2.56,123.69,28.23,89.81,9.45,173.02,4.0,59.5,Partially cloudy,Partially cloudy
970,2019-08-30,99.81,2.57,2.52,157.94,28.51,86.81,0.67,233.6,4.0,41.2,Partially cloudy,Partially cloudy
971,2019-08-31,99.73,2.11,2.19,142.0,28.86,85.69,1.11,211.79,4.0,99.0,Overcast,Overcast
972,2019-09-01,99.78,1.37,2.02,121.25,29.03,85.25,13.95,196.97,4.0,89.4,Overcast,Overcast
973,2019-09-02,99.7,2.88,3.52,150.19,28.55,88.19,21.83,200.62,4.0,99.5,Overcast,Overcast
974,2019-09-03,99.65,2.69,2.71,125.5,28.03,88.94,9.6,181.84,4.0,99.6,Overcast,Overcast
975,2019-09-04,99.61,3.17,3.3,124.69,28.01,90.06,4.89,178.85,4.0,97.4,Overcast,Overcast
976,2019-09-05,99.62,3.81,4.49,102.06,28.43,89.62,6.49,165.92,4.0,97.6,Overcast,Overcast
977,2019-09-06,99.5,4.09,3.74,97.19,28.69,88.69,8.12,176.51,4.0,70.4,Partially cloudy,Partially cloudy
978,2019-09-07,99.48,4.59,3.66,118.0,28.36,91.5,16.09,123.23,4.0,98.2,Overcast,Overcast
979,2019-09-08,99.66,5.16,2.86,151.62,28.71,89.12,5.87,173.28,4.0,98.5,Overcast,Overcast
980,2019-09-09,99.78,3.22,1.58,202.81,29.12,85.12,0.89,214.22,4.0,60.5,Partially cloudy,Partially cloudy
981,2019-09-10,99.83,3.09,1.82,190.12,28.3,91.0,1.37,198.3,4.0,60.3,Partially cloudy,Partially cloudy
982,2019-09-11,99.94,2.58,2.52,222.69,28.32,90.12,7.5,74.19,4.0,99.3,Overcast,Overcast
983,2019-09-12,100.12,4.91,3.71,192.06,27.37,91.19,26.02,63.74,4.0,100.0,Overcast,Overcast
984,2019-09-13,100.33,4.47,2.46,178.88,27.62,89.44,2.85,179.05,4.0,98.5,Overcast,Overcast
985,2019-09-14,100.31,2.92,1.7,180.88,27.85,89.88,0.3,201.57,4.0,98.4,Overcast,Overcast
986,2019-09-15,100.22,2.26,1.62,210.69,28.27,88.81,8.44,217.36,4.0,76.9,Overcast,Overcast
987,2019-09-16,100.14,2.41,1.16,182.06,27.91,90.38,5.98,210.66,4.0,96.4,Overcast,Overcast
988,2019-09-17,100.28,2.36,1.41,168.88,27.55,90.62,0.55,225.28,4.0,49.1,Partially cloudy,Partially cloudy
989,2019-09-18,100.55,2.73,3.62,129.69,27.96,87.38,2.31,201.15,4.0,99.4,Overcast,Overcast
990,2019-09-19,100.59,2.48,2.3,144.62,28.12,87.38,3.0,210.16,4.0,98.1,Overcast,Overcast
991,2019-09-20,100.52,1.84,1.6,188.31,27.97,84.44,0.72,239.69,4.0,29.3,Partially cloudy,Partially cloudy
992,2019-09-21,100.44,1.72,1.72,192.75,28.18,82.25,1.83,215.28,4.0,49.4,Partially cloudy,Partially cloudy
993,2019-09-22,100.54,1.83,1.92,170.56,28.16,85.19,7.59,213.37,4.0,60.0,Partially cloudy,Partially cloudy
994,2019-09-23,100.68,2.76,3.09,104.69,27.1,92.62,11.99,149.59,4.0,98.0,Overcast,Overcast
995,2019-09-24,100.7,4.09,3.05,106.19,27.01,95.06,62.95,110.8,4.0,99.1,Overcast,Overcast
996,2019-09-25,100.96,3.7,3.2,135.69,26.73,94.38,18.34,91.05,3.9,99.8,Overcast,Light Rain
997,2019-09-26,101.22,2.32,1.98,123.56,25.62,90.81,26.36,58.55,3.9,99.9,Overcast,"Light Rain, Sky Unchanged"
998,2019-09-27,101.14,2.16,1.82,174.75,25.44,90.19,16.37,130.59,4.0,99.0,Overcast,Overcast
999,2019-09-28,100.95,2.9,3.16,166.88,25.1,93.25,16.88,85.86,4.0,100.0,Overcast,Overcast
1000,2019-09-29,100.98,2.89,1.9,164.88,25.18,92.44,15.0,142.04,3.9,100.0,Overcast,Overcast
1001,2019-09-30,100.69,2.84,2.23,208.69,25.42,90.25,6.58,162.06,4.0,98.4,Overcast,Overcast
1002,2019-10-01,100.53,2.9,3.56,269.19,27.12,86.06,3.22,202.3,4.0,59.6,Partially cloudy,Partially cloudy
1003,2019-10-02,100.57,1.75,2.02,285.75,27.83,84.44,1.78,210.09,4.0,30.6,Partially cloudy,Partially cloudy
1004,2019-10-03,100.56,1.77,1.3,233.44,27.63,85.56,2.41,182.34,4.0,58.9,Partially cloudy,Partially cloudy
1005,2019-10-04,100.55,1.93,1.17,205.19,26.62,90.31,7.03,199.93,4.0,100.0,Overcast,Overcast
1006,2019-10-05,100.53,1.7,1.55,218.12,27.16,86.19,4.02,210.54,4.0,29.5,Partially cloudy,Partially cloudy
1007,2019-10-06,100.63,1.49,0.91,197.75,27.26,86.81,5.0,170.67,4.0,88.6,Overcast,Overcast
1008,2019-10-07,100.72,1.55,2.26,166.25,26.61,89.38,5.3,181.94,4.0,97.0,Overcast,Overcast
1009,2019-10-08,100.76,2.05,3.12,169.75,26.14,87.88,14.37,175.34,4.0,42.5,Partially cloudy,Partially cloudy
1010,2019-10-09,100.72,1.35,1.7,128.38,25.98,88.25,20.38,131.12,3.9,100.0,Overcast,Overcast
1011,2019-10-10,100.67,0.78,1.42,214.5,26.85,81.44,2.0,182.31,4.0,97.5,Overcast,Overcast
1012,2019-10-11,100.68,1.41,2.52,148.25,26.74,82.06,0.01,215.76,3.6,41.0,Partially cloudy,Partially cloudy
1013,2019-10-12,100.76,1.41,2.08,171.94,26.66,81.38,0.95,230.02,4.0,1.1,Clear,Clear
1014,2019-10-13,100.83,2.26,2.91,259.31,25.78,82.5,0.6,182.98,4.0,0.9,Clear,Clear
1015,2019-10-14,100.91,2.0,1.49,159.31,25.98,78.19,0.02,207.04,4.0,1.7,Clear,Clear
1016,2019-10-15,100.95,1.61,2.8,149.5,25.9,76.31,0.0,218.04,4.0,0.9,Clear,Clear
1017,2019-10-16,100.99,1.59,2.15,192.0,26.16,80.12,0.35,210.4,4.0,29.3,Partially cloudy,Partially cloudy
1018,2019-10-17,100.97,1.13,1.83,188.19,26.71,81.75,0.99,208.38,4.0,94.4,Overcast,Overcast
1019,2019-10-18,100.97,1.95,1.73,88.19,27.01,85.12,1.79,208.56,4.0,0.6,Clear,Clear
1020,2019-10-19,101.02,1.95,3.1,46.81,26.84,86.94,2.68,198.17,4.0,57.8,Partially cloudy,Partially cloudy
1021,2019-10-20,100.97,1.66,2.2,86.38,26.92,83.12,6.56,214.02,4.0,1.7,Clear,Clear
1022,2019-10-21,100.82,1.65,2.7,232.19,26.48,84.69,2.99,168.08,4.0,21.6,Clear,Clear
1023,2019-10-22,100.66,1.45,2.1,230.38,26.37,84.81,1.61,165.05,4.0,95.6,Overcast,Overcast
1024,2019-10-23,100.65,2.4,1.99,90.81,24.83,88.81,11.54,92.29,4.0,98.3,Overcast,Overcast
1025,2019-10-24,100.8,3.77,1.44,79.0,21.92,94.12,76.17,47.98,2.1,100.0,Overcast,Light Rain
1026,2019-10-25,100.62,4.62,3.04,112.19,23.58,95.12,26.44,46.96,3.9,99.5,Overcast,Light Rain
1027,2019-10-26,100.74,2.35,2.88,249.06,25.83,88.69,0.71,111.41,4.0,99.5,Overcast,Overcast
1028,2019-10-27,100.9,2.7,2.34,98.94,24.49,87.5,0.0,158.03,4.0,40.3,Partially cloudy,Partially cloudy
1029,2019-10-28,101.0,2.62,2.15,92.06,23.41,87.62,0.0,200.91,4.0,0.9,Clear,Clear
1030,2019-10-29,101.01,2.38,2.11,297.88,22.61,84.81,0.0,182.2,4.0,12.4,Clear,Clear
