,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20170404,244.94,248.18,0.58,415.23,109.12,110.2,12.96,0.32,1.67
20170405,212.24,247.52,0.5,427.87,97.57,111.43,11.83,0.31,1.59
20170406,184.8,235.13,0.43,432.07,84.77,105.12,9.99,0.27,1.37
20170407,195.33,239.92,0.45,434.42,89.88,107.06,10.66,0.29,1.5
20170408,207.31,241.13,0.48,432.99,93.94,107.41,11.07,0.3,1.55
20170409,196.48,229.51,0.45,434.66,87.69,100.34,10.21,0.28,1.45
20170410,238.2,241.2,0.55,414.88,103.13,104.02,12.02,0.31,1.63
20170411,281.62,284.37,0.65,373.48,120.07,120.77,14.75,0.4,-999.0
20170412,291.06,295.02,0.67,388.16,129.15,130.31,16.43,0.45,2.34
20170413,271.35,280.26,0.62,400.45,121.56,124.42,15.18,0.41,-999.0
20170414,274.32,277.79,0.63,396.27,121.5,122.38,14.97,0.38,1.95
20170415,273.12,274.61,0.62,396.4,121.27,121.45,14.85,0.38,2.0
20170416,262.67,286.98,0.6,415.41,120.98,130.37,15.47,0.43,2.21
20170417,290.16,295.06,0.66,410.47,133.5,134.93,17.23,0.47,2.44
20170418,261.55,279.05,0.59,421.35,120.39,126.79,15.16,0.4,2.05
20170419,232.25,253.96,0.52,435.49,105.61,113.55,12.59,0.33,1.7
20170420,215.85,244.62,0.49,430.13,98.07,108.64,11.49,0.3,1.52
20170421,246.47,259.37,0.55,429.79,111.82,116.2,13.54,0.35,1.81
20170422,208.97,243.5,0.47,436.33,96.21,109.14,11.34,0.3,1.57
20170423,195.21,239.34,0.44,438.39,90.51,107.19,10.55,0.29,1.48
20170424,238.79,260.31,0.54,431.5,108.34,115.84,13.02,0.35,1.83
20170425,285.05,291.32,0.64,416.7,129.72,131.3,16.48,0.45,2.38
20170426,265.5,282.12,0.59,419.07,120.09,125.54,15.14,0.43,2.25
20170427,252.04,267.89,0.56,429.88,115.01,120.16,14.23,0.4,2.14
20170428,261.57,270.34,0.59,426.44,118.24,120.66,14.49,0.39,2.02
20170429,273.0,279.27,0.61,421.27,123.63,125.17,15.46,0.41,2.09
20170430,263.29,270.55,0.59,426.34,119.45,121.49,14.64,0.38,2.0
20170501,211.69,262.97,0.47,429.73,99.45,119.58,12.24,0.33,1.71
20170502,236.52,267.22,0.52,422.96,109.05,120.46,13.3,0.36,1.85
20170503,267.4,277.49,0.59,425.65,122.72,125.86,15.28,0.41,2.18
20170504,274.73,283.84,0.61,429.25,125.77,128.68,15.8,0.43,-999.0
20170505,259.29,278.69,0.57,433.57,118.93,125.87,14.88,0.41,2.16
20170506,264.82,276.47,0.59,433.44,120.77,124.55,15.0,0.41,2.19
20170507,270.77,290.77,0.59,432.88,125.08,132.24,15.89,0.43,2.24
20170508,271.65,281.42,0.6,429.54,125.29,128.21,15.8,0.43,2.26
20170509,234.03,257.23,0.52,426.14,107.13,115.57,12.97,0.34,1.72
20170510,261.55,282.34,0.58,422.73,122.38,129.88,15.49,0.41,2.13
20170511,280.48,293.46,0.62,432.84,131.28,135.41,17.1,0.47,2.46
20170512,279.47,287.36,0.62,437.18,130.27,132.41,16.7,0.45,2.35
20170513,250.05,272.02,0.55,439.93,114.92,123.41,14.28,0.39,2.02
20170514,274.66,279.8,0.6,440.77,126.81,127.93,15.97,0.43,2.27
20170515,250.68,275.28,0.55,442.37,117.35,126.45,14.67,0.4,2.08
20170516,203.23,266.02,0.45,441.74,96.14,121.15,12.02,0.33,1.67
20170517,210.33,252.35,0.46,439.18,97.62,113.17,11.7,0.31,1.6
20170518,230.45,265.38,0.5,436.92,107.75,120.63,13.39,0.37,1.91
20170519,263.67,276.1,0.58,444.34,121.27,125.17,15.12,0.42,2.2
20170520,268.48,274.43,0.59,445.34,123.08,124.55,15.05,0.4,2.09
20170521,283.09,287.86,0.62,444.43,131.12,132.07,16.52,0.45,2.35
20170522,274.4,281.13,0.6,450.62,126.47,128.23,15.59,0.41,2.15
20170523,256.7,267.61,0.56,447.41,119.26,122.51,14.56,0.39,2.03
20170524,255.11,272.95,0.55,441.25,118.98,125.23,14.67,0.4,2.05
20170525,281.86,286.89,0.61,437.06,131.01,132.01,16.48,0.43,2.23
20170526,257.14,288.52,0.56,439.78,122.66,134.41,15.77,0.42,2.17
20170527,263.31,286.84,0.57,434.05,123.6,132.32,15.62,0.41,2.11
20170528,266.62,284.66,0.58,431.55,125.17,131.49,15.78,0.41,2.13
20170529,239.23,259.43,0.52,433.7,110.12,117.51,13.06,0.35,1.81
20170530,234.21,265.78,0.51,447.27,109.02,120.73,13.32,0.37,1.89
20170531,190.46,251.8,0.41,447.93,89.59,114.05,10.78,0.3,1.54
20170601,229.05,275.51,0.5,450.52,109.72,127.98,13.95,0.4,2.05
20170602,252.59,274.38,0.55,438.38,120.08,127.9,15.1,0.41,2.13
20170603,276.95,284.11,0.6,438.51,128.56,130.57,16.13,0.43,2.23
20170604,274.43,280.79,0.59,444.46,126.9,128.38,15.7,0.41,2.15
20170605,225.89,269.88,0.49,449.8,106.99,124.2,13.65,0.38,1.93
20170606,231.45,263.55,0.5,443.66,108.73,120.64,13.64,0.38,1.97
20170607,263.7,287.55,0.57,442.21,125.24,133.59,16.43,0.45,2.36
20170608,233.73,279.99,0.51,439.95,111.66,129.87,14.7,0.42,2.18
20170609,205.15,284.28,0.45,443.16,100.8,133.15,13.71,0.4,2.07
20170610,212.34,294.37,0.46,441.98,105.52,139.23,15.05,0.45,2.27
20170611,199.98,298.23,0.43,442.99,99.69,141.37,14.34,0.42,2.16
20170612,189.21,298.51,0.41,446.2,95.33,141.59,13.68,0.4,2.05
20170613,205.53,252.21,0.45,447.01,97.56,116.24,12.12,0.34,1.76
20170614,219.91,255.3,0.48,444.13,103.38,116.73,12.99,0.34,1.78
20170615,193.41,266.46,0.42,444.55,93.37,122.84,12.27,0.34,1.77
20170616,165.37,246.49,0.36,447.15,79.56,111.43,9.95,0.26,1.29
20170617,234.22,258.45,0.51,446.41,109.7,118.38,13.78,0.37,1.93
20170618,225.43,264.62,0.48,448.85,107.76,122.84,13.81,0.38,1.98
20170619,237.21,266.48,0.52,447.41,113.32,124.6,14.41,0.41,2.09
20170620,78.77,263.64,0.17,443.74,40.95,122.24,5.69,0.16,0.79
20170621,218.48,264.17,0.48,441.68,104.07,122.12,13.07,0.37,1.9
20170622,232.73,261.44,0.51,440.0,109.97,120.89,13.88,0.39,2.05
20170623,222.04,267.03,0.48,444.0,106.38,124.3,13.72,0.41,2.11
20170624,190.33,269.07,0.41,444.88,93.77,125.49,12.48,0.37,1.88
20170625,214.76,297.04,0.47,444.59,106.34,140.66,14.97,0.45,2.34
20170626,215.25,307.3,0.47,445.04,107.67,146.38,15.51,0.46,2.38
20170627,185.37,297.21,0.4,444.23,93.68,141.27,13.34,0.4,2.06
20170628,169.38,298.58,0.37,444.02,87.23,141.93,12.62,0.37,1.88
20170629,208.51,301.38,0.45,445.44,104.56,143.44,14.62,0.42,2.16
20170630,177.77,283.55,0.38,447.41,89.47,133.87,12.4,0.36,1.85
20170701,125.36,291.62,0.27,447.15,64.41,138.66,9.26,0.26,1.34
20170702,82.07,300.52,0.18,446.67,44.09,143.97,6.77,0.19,0.95
20170703,176.67,302.38,0.38,440.27,90.73,144.91,13.16,0.4,2.04
20170704,120.64,290.88,0.27,439.55,63.18,138.45,9.3,0.28,1.44
20170705,138.7,288.27,0.3,445.66,71.73,136.04,10.26,0.29,1.48
20170706,94.59,268.74,0.2,446.81,49.8,125.3,7.05,0.2,1.01
20170707,118.91,248.3,0.26,448.88,59.72,113.56,7.78,0.22,1.11
20170708,196.73,281.45,0.43,447.53,97.82,132.95,13.4,0.4,2.07
20170709,215.48,283.34,0.47,443.05,105.98,133.99,14.29,0.42,2.18
20170710,168.09,287.16,0.37,447.34,85.52,136.65,12.11,0.37,1.9
20170711,85.36,281.12,0.19,442.23,45.59,132.63,6.68,0.2,1.04
20170712,149.02,277.18,0.33,438.26,76.14,130.12,10.56,0.3,1.57
20170713,152.15,290.16,0.34,439.13,77.86,137.52,11.05,0.34,1.73
20170714,166.7,299.75,0.37,440.09,84.86,142.46,12.24,0.37,1.9
20170715,192.02,299.79,0.42,443.45,96.48,142.07,13.75,0.41,2.09
20170716,228.24,299.43,0.5,439.3,112.39,141.82,15.44,0.45,2.28
20170717,205.16,299.38,0.45,437.62,102.38,142.08,14.73,0.45,2.28
20170718,225.04,305.2,0.49,437.73,112.03,145.46,15.99,0.48,2.5
20170719,153.05,307.04,0.34,441.41,79.86,147.02,12.16,0.37,1.86
20170720,96.56,297.03,0.21,441.77,51.89,142.09,8.04,0.25,1.29
20170721,112.22,298.51,0.25,443.23,60.06,142.59,9.27,0.28,1.43
20170722,54.6,300.59,0.12,446.09,30.52,144.16,4.98,0.16,0.79
20170723,56.56,304.62,0.12,440.63,31.28,146.48,5.03,0.16,0.8
20170724,57.82,293.88,0.12,438.16,32.2,139.76,5.21,0.16,0.79
20170725,97.25,286.96,0.21,436.05,51.91,135.34,7.87,0.24,1.23
20170726,101.06,280.99,0.23,438.68,52.76,132.54,7.6,0.22,1.13
20170727,202.75,275.19,0.45,439.72,99.3,128.71,13.32,0.38,1.95
20170728,227.65,276.16,0.5,437.55,110.18,129.7,14.39,0.41,2.13
20170729,215.66,279.82,0.48,438.21,104.88,131.27,13.9,0.41,2.12
20170730,158.71,275.65,0.35,440.45,79.62,129.0,11.01,0.32,1.65
20170731,225.56,280.38,0.5,441.99,109.66,131.71,14.58,0.42,2.2
20170801,223.78,278.71,0.5,443.95,108.98,131.27,14.44,0.42,2.2
20170802,174.59,258.96,0.39,443.87,85.93,120.54,11.3,0.33,1.71
20170803,151.22,244.39,0.34,446.27,74.23,112.5,9.48,0.27,1.42
20170804,174.23,262.34,0.39,444.08,86.5,122.52,11.43,0.34,1.77
20170805,123.09,269.61,0.27,446.2,63.68,126.63,8.88,0.26,1.32
20170806,196.53,283.66,0.44,440.54,98.38,134.63,13.48,0.41,2.07
20170807,146.2,289.09,0.33,436.88,75.75,137.46,10.84,0.32,1.65
20170808,211.28,281.3,0.48,439.18,103.87,133.05,14.0,0.42,2.2
20170809,225.24,277.68,0.51,439.44,109.5,131.34,14.51,0.43,2.26
20170810,183.2,272.5,0.41,439.7,90.62,128.73,12.01,0.37,1.91
20170811,134.3,278.41,0.3,442.05,69.2,132.21,9.7,0.28,1.46
20170812,78.49,266.25,0.18,442.14,42.41,125.49,6.07,0.19,0.97
20170813,97.23,277.69,0.22,441.11,51.36,132.07,7.52,0.24,1.23
20170814,141.52,250.7,0.32,443.09,70.72,116.52,9.33,0.28,1.43
20170815,210.07,271.3,0.48,440.09,102.27,127.68,13.36,0.4,2.05
20170816,154.59,261.95,0.35,443.28,77.55,123.01,10.42,0.3,1.58
20170817,178.96,263.79,0.41,448.51,88.38,124.1,11.8,0.34,1.78
20170818,180.05,289.08,0.41,434.32,90.83,137.6,12.82,0.38,1.93
20170819,183.77,289.83,0.42,433.08,91.81,138.1,12.97,0.4,2.07
20170820,209.78,283.28,0.48,432.85,102.67,133.7,13.88,0.41,2.14
20170821,211.79,281.77,0.48,432.26,102.76,132.59,13.94,0.41,2.11
20170822,187.78,289.1,0.43,430.65,94.04,136.91,13.12,0.38,1.98
20170823,190.62,288.82,0.44,439.26,94.28,137.48,12.98,0.38,1.98
20170824,196.7,282.93,0.45,439.6,97.3,134.55,13.48,0.41,2.11
20170825,209.9,283.0,0.48,433.57,103.18,134.27,14.36,0.44,2.27
20170826,224.11,275.77,0.52,433.32,108.34,129.85,14.53,0.44,2.28
20170827,188.87,285.48,0.44,435.24,94.5,136.33,13.53,0.41,2.12
20170828,131.12,283.77,0.3,433.39,67.94,135.26,10.18,0.31,1.59
20170829,99.26,274.2,0.23,435.14,52.62,129.89,7.89,0.23,1.13
20170830,208.13,270.58,0.48,432.77,100.71,127.11,13.62,0.39,2.04
20170831,125.24,264.1,0.3,441.09,64.37,124.6,9.27,0.27,1.41
20170901,148.82,247.4,0.35,440.35,73.44,115.48,9.84,0.3,1.5
20170902,150.83,260.52,0.35,439.83,76.05,123.21,10.59,0.33,1.68
20170903,210.55,242.19,0.5,438.48,98.94,111.51,12.43,0.34,1.76
20170904,232.06,252.08,0.55,439.65,108.82,116.66,13.7,0.39,2.05
20170905,217.98,240.35,0.52,439.21,101.29,109.84,12.55,0.35,1.84
20170906,220.36,247.71,0.52,439.0,104.45,115.37,13.27,0.38,1.96
20170907,228.36,258.89,0.55,433.6,108.98,121.38,14.14,0.4,2.09
20170908,225.93,257.21,0.54,435.36,107.91,120.66,14.09,0.41,2.12
20170909,216.38,247.85,0.52,434.67,104.38,116.47,14.66,0.41,2.15
20170910,203.98,237.04,0.49,433.43,97.54,110.38,13.39,0.39,1.99
20170911,214.23,238.37,0.52,436.55,102.3,111.33,13.92,0.4,2.09
20170912,181.84,229.48,0.44,437.48,88.02,106.2,12.15,0.34,1.74
20170913,208.8,226.55,0.51,432.1,97.42,104.05,12.73,0.35,1.8
20170914,198.11,236.64,0.48,440.69,95.41,109.86,13.22,0.38,1.96
20170915,226.25,263.45,0.55,440.85,110.59,125.2,16.31,0.48,2.48
20170916,250.8,268.31,0.62,437.66,121.6,128.03,17.94,0.53,2.74
20170917,162.42,248.46,0.4,436.45,80.87,116.65,11.78,0.33,1.69
20170918,144.12,263.34,0.36,437.25,74.36,125.72,11.67,0.35,1.81
20170919,110.09,242.19,0.27,437.05,57.43,113.69,9.09,0.26,1.32
20170920,131.05,236.17,0.33,436.95,67.2,110.8,10.19,0.29,1.47
20170921,203.12,247.52,0.51,431.69,98.01,116.41,13.87,0.4,2.06
20170922,240.52,259.7,0.6,429.86,115.7,123.54,16.23,0.46,2.41
20170923,248.21,265.41,0.62,429.32,119.23,126.29,16.75,0.48,2.45
20170924,228.02,265.78,0.58,432.51,110.48,126.32,15.75,0.45,2.35
20170925,227.05,250.87,0.58,435.9,108.48,118.29,14.48,0.42,2.18
20170926,213.38,241.31,0.55,431.56,101.55,113.45,13.45,0.38,1.98
20170927,150.17,226.34,0.38,432.33,72.12,104.62,9.59,0.27,1.4
20170928,177.62,212.62,0.45,432.27,83.02,97.05,10.52,0.3,1.52
20170929,164.55,235.58,0.42,432.1,80.66,110.55,11.42,0.33,1.67
20170930,79.53,249.04,0.2,430.04,41.86,118.72,6.69,0.19,0.95
20171001,99.3,246.61,0.26,433.8,51.55,117.28,7.96,0.21,1.09
20171002,188.21,253.18,0.49,427.96,92.06,120.62,13.19,0.38,1.95
20171003,205.78,251.7,0.54,426.25,100.45,120.29,14.7,0.42,2.17
20171004,222.27,244.52,0.59,427.8,106.51,115.91,14.66,0.41,2.12
20171005,143.22,233.61,0.38,429.66,70.77,110.0,10.62,0.29,1.49
20171006,216.64,233.83,0.58,422.77,102.76,110.16,13.84,0.38,1.97
20171007,135.25,226.34,0.36,427.52,68.24,106.52,10.38,0.29,1.5
20171008,177.85,230.41,0.48,431.33,87.23,109.05,12.77,0.35,1.82
20171009,64.67,232.8,0.17,429.69,34.96,110.48,5.93,0.16,0.81
20171010,148.0,243.48,0.4,436.02,74.94,116.91,11.74,0.33,1.71
20171011,199.35,244.4,0.55,435.95,98.23,117.06,14.75,0.41,2.14
20171012,207.45,246.27,0.57,429.48,101.12,117.45,14.95,0.42,2.21
20171013,183.38,241.6,0.51,435.68,91.17,115.44,13.82,0.39,2.04
20171014,181.88,221.79,0.5,430.9,88.21,104.56,12.36,0.34,1.75
20171015,210.05,208.98,0.59,408.57,94.39,94.52,12.21,0.3,1.58
20171016,220.68,221.05,0.62,403.59,99.44,99.95,13.18,0.34,1.71
20171017,212.23,212.17,0.59,405.24,95.16,95.65,12.23,0.31,1.59
20171018,149.8,218.16,0.42,431.85,73.81,102.61,11.01,0.3,1.57
20171019,152.08,229.16,0.43,430.24,76.97,110.09,12.23,0.32,1.66
20171020,48.37,224.8,0.14,431.69,27.32,108.41,5.16,0.13,0.67
20171021,66.55,216.34,0.19,435.07,36.37,102.74,6.33,0.16,0.84
20171022,234.56,233.17,0.68,396.9,107.98,108.18,14.82,0.37,1.84
20171023,217.7,217.64,0.63,398.09,98.14,98.79,13.02,0.32,1.62
20171024,182.73,196.52,0.53,417.6,82.67,88.73,10.54,0.26,1.33
20171025,170.32,194.13,0.5,424.33,77.91,87.65,10.13,0.25,1.29
20171026,188.8,192.33,0.55,407.9,84.34,86.34,10.68,0.26,1.3
20171027,193.43,199.84,0.57,394.63,86.49,89.31,11.2,0.27,1.36
20171028,190.49,188.86,0.56,388.08,84.06,84.15,10.35,0.23,1.17
20171029,173.24,174.95,0.52,387.13,74.59,75.83,8.9,0.2,0.99
20171030,137.88,159.67,0.41,397.55,60.05,68.37,7.09,0.16,0.84
20171031,151.2,177.79,0.45,389.29,66.48,76.37,8.1,0.19,0.96
20171101,186.47,205.5,0.56,382.14,84.87,92.53,11.12,0.26,1.32
20171102,197.45,216.66,0.6,381.33,89.92,98.3,12.25,0.29,1.47
20171103,203.17,218.8,0.62,376.8,91.96,98.96,12.5,0.3,1.55
20171104,217.72,220.86,0.67,378.33,99.98,101.83,13.48,0.32,1.62
20171105,217.34,216.29,0.67,384.13,99.76,100.02,13.39,0.32,1.62
20171106,215.56,222.12,0.67,384.27,98.88,102.46,13.62,0.34,1.73
20171107,213.41,218.73,0.67,378.2,96.95,99.96,13.2,0.32,1.62
20171108,206.47,212.38,0.65,375.04,92.94,96.22,12.69,0.3,1.49
20171109,208.27,209.11,0.66,365.79,92.97,94.12,12.31,0.28,1.42
20171110,212.28,212.07,0.67,358.11,94.78,95.41,12.61,0.3,1.5
20171111,196.15,212.73,0.62,362.72,89.34,96.52,12.12,0.3,1.52
20171112,216.93,215.57,0.7,362.63,97.87,98.13,13.13,0.32,1.62
20171113,202.35,213.11,0.66,367.36,92.43,97.49,12.55,0.3,1.57
20171114,143.36,200.66,0.46,393.05,69.1,93.26,10.12,0.26,1.34
20171115,60.34,191.81,0.2,402.62,32.3,90.32,5.55,0.15,0.77
20171116,83.91,195.23,0.27,400.9,43.73,92.42,7.36,0.2,1.08
20171117,98.27,191.45,0.32,409.71,50.23,90.51,8.2,0.22,1.14
20171118,84.09,193.09,0.28,426.83,43.81,91.24,7.52,0.2,1.07
20171119,162.61,183.75,0.54,409.7,76.07,85.16,10.23,0.26,1.37
20171120,175.93,181.12,0.59,386.71,79.3,82.09,10.2,0.25,-999.0
20171121,170.21,173.31,0.57,359.48,73.47,75.34,9.04,0.21,-999.0
20171122,178.58,178.63,0.6,327.82,75.55,76.32,9.36,0.21,-999.0
20171123,176.2,174.43,0.59,320.97,73.65,73.83,8.95,0.2,0.97
20171124,174.26,172.24,0.59,318.77,72.88,72.99,8.9,0.19,-999.0
20171125,176.36,174.04,0.6,320.41,74.31,74.33,9.06,0.2,0.97
20171126,176.45,175.17,0.6,326.65,75.41,75.8,9.39,0.2,1.02
20171127,161.59,162.04,0.55,330.15,67.81,69.0,8.08,0.17,-999.0
20171128,155.45,153.66,0.53,327.09,63.55,63.74,7.21,0.14,0.71
20171129,157.23,154.88,0.54,323.16,64.3,64.31,7.32,0.15,0.74
20171130,157.3,157.23,0.55,322.77,64.79,65.77,7.53,0.16,-999.0
20171201,178.62,176.99,0.62,326.59,75.93,76.22,9.45,0.2,1.02
20171202,195.01,192.62,0.68,330.22,84.96,84.98,11.1,0.24,1.21
20171203,190.72,188.67,0.66,329.3,82.84,82.98,11.11,0.24,1.23
20171204,170.0,167.91,0.59,329.21,71.72,71.81,8.69,0.19,0.93
20171205,173.22,171.47,0.61,330.65,74.1,74.31,9.23,0.2,1.01
20171206,157.78,173.94,0.55,336.2,69.3,75.98,8.88,0.2,1.06
20171207,147.01,163.98,0.52,357.75,65.72,72.82,8.33,0.2,1.01
20171208,76.8,172.19,0.27,383.8,39.74,80.34,6.38,0.16,0.84
20171209,59.61,168.61,0.21,399.9,31.3,78.91,5.3,0.14,0.73
20171210,85.51,174.12,0.3,411.37,41.84,81.48,6.34,0.16,0.84
20171211,157.1,178.95,0.56,401.72,72.95,82.16,10.07,0.24,1.25
20171212,160.42,161.64,0.57,374.88,69.71,70.79,8.74,0.2,1.0
20171213,160.0,158.48,0.57,354.91,67.95,68.17,8.14,0.18,0.91
20171214,159.83,158.1,0.57,352.38,68.12,68.26,8.24,0.19,0.93
20171215,163.73,162.34,0.59,351.16,70.77,71.05,8.66,0.2,1.0
20171216,170.71,168.58,0.61,336.18,73.42,73.44,9.15,0.21,1.05
20171217,161.64,159.9,0.58,321.91,67.02,67.18,7.89,0.17,0.85
20171218,147.15,145.1,0.53,316.18,59.0,59.05,6.55,0.14,0.69
20171219,115.8,136.52,0.41,341.37,47.54,55.23,5.21,0.12,0.6
20171220,102.62,153.06,0.37,373.41,46.27,66.13,5.86,0.14,0.71
20171221,127.3,155.41,0.45,361.31,55.98,67.23,6.87,0.16,0.79
20171222,145.72,147.67,0.52,350.25,62.04,63.56,7.16,0.16,0.79
20171223,149.78,147.71,0.54,338.42,62.61,62.66,7.3,0.16,0.83
20171224,143.77,144.78,0.52,332.3,59.27,60.27,6.66,0.15,0.77
20171225,146.86,144.59,0.52,324.71,60.06,60.06,6.7,0.15,0.74
20171226,153.22,151.2,0.55,315.05,62.09,62.16,7.05,0.14,0.69
20171227,172.33,170.41,0.62,317.77,72.62,72.74,8.84,0.19,0.94
20171228,182.47,181.04,0.65,326.84,77.95,78.16,9.78,0.22,1.09
20171229,175.77,178.28,0.62,331.59,75.76,77.38,9.55,0.21,1.06
20171230,185.05,183.52,0.66,326.2,80.23,80.46,10.3,0.23,1.16
20171231,184.12,182.51,0.66,326.41,80.46,80.64,10.34,0.23,1.15
20180101,168.3,172.48,0.59,349.44,74.58,76.87,9.53,0.2,1.01
20180102,161.99,160.18,0.57,341.11,69.81,69.91,8.47,0.16,0.83
20180103,162.73,160.75,0.58,314.42,67.75,67.79,7.96,0.15,0.75
20180104,163.95,162.75,0.58,309.62,67.46,67.73,7.99,0.16,0.76
20180105,158.64,158.63,0.55,321.86,64.79,65.28,7.48,0.14,0.71
20180106,175.13,175.12,0.62,307.4,73.87,74.52,9.12,0.19,0.95
20180107,181.17,179.63,0.63,304.62,76.38,76.56,9.49,0.19,0.95
20180108,173.66,173.65,0.61,318.03,73.09,73.72,9.05,0.17,0.84
20180109,172.43,172.4,0.6,320.74,71.85,72.52,8.69,0.16,0.8
20180110,171.59,172.3,0.59,331.46,72.06,73.04,8.73,0.16,-999.0
20180111,152.31,155.13,0.52,340.04,63.09,64.76,7.2,0.13,0.66
20180112,145.3,143.84,0.5,351.31,60.26,60.48,6.66,0.12,0.62
20180113,136.15,136.38,0.47,344.67,56.58,57.41,6.19,0.12,0.6
20180114,127.47,125.45,0.44,331.1,49.98,50.01,5.05,0.1,0.53
20180115,144.52,143.82,0.49,325.59,58.26,58.64,6.33,0.14,0.7
20180116,161.77,160.27,0.55,322.89,67.49,67.66,7.76,0.17,0.88
20180117,156.05,155.01,0.52,324.65,64.97,65.23,7.34,0.16,0.8
20180118,172.35,170.82,0.58,318.53,72.26,72.41,8.52,0.19,0.96
20180119,183.75,182.51,0.62,316.81,77.68,77.93,9.48,0.23,1.16
20180120,180.85,179.3,0.6,323.05,77.18,77.28,9.45,0.23,1.16
20180121,176.9,176.46,0.59,326.74,75.19,75.57,9.01,0.2,1.04
20180122,180.8,188.98,0.59,331.78,78.06,81.49,9.85,0.23,1.19
20180123,181.77,183.27,0.59,329.84,77.3,78.43,9.41,0.23,1.15
20180124,173.78,171.9,0.57,342.63,73.76,73.75,8.7,0.2,1.05
20180125,146.52,148.7,0.48,340.95,59.0,60.23,6.29,0.14,0.7
20180126,176.05,175.52,0.57,323.68,74.12,74.58,8.73,0.2,1.02
20180127,159.8,160.05,0.52,323.74,65.61,66.32,7.27,0.16,0.84
20180128,185.93,187.38,0.59,321.7,77.95,79.2,9.39,0.22,1.09
20180129,197.22,197.68,0.63,328.31,84.59,85.32,10.45,0.24,1.23
20180130,190.8,191.48,0.61,321.12,81.16,81.97,9.76,0.21,-999.0
20180131,199.83,205.28,0.63,329.38,87.15,90.02,11.01,0.26,1.32
20180201,165.31,163.73,0.52,333.21,68.44,68.51,7.52,0.16,0.83
20180202,174.7,173.05,0.55,337.07,73.66,73.72,8.38,0.18,0.9
20180203,172.29,170.63,0.54,346.66,73.36,73.44,8.3,0.19,0.94
20180204,198.03,198.55,0.61,351.98,86.24,86.98,10.53,0.24,1.21
20180205,174.96,189.15,0.54,368.49,77.02,82.98,9.27,0.21,1.06
20180206,178.55,179.47,0.55,361.82,77.28,78.16,9.05,0.2,1.0
20180207,195.69,205.25,0.59,363.77,87.29,91.45,11.23,0.27,1.34
20180208,153.64,192.01,0.47,373.15,69.53,84.85,8.8,0.2,1.08
20180209,165.66,182.34,0.5,373.03,73.27,79.73,8.83,0.21,1.09
20180210,147.06,164.8,0.44,372.61,63.25,69.73,7.09,0.16,0.88
20180211,158.62,189.04,0.47,346.83,68.34,79.38,8.15,0.2,1.05
20180212,223.25,222.57,0.66,330.66,97.91,98.17,12.64,0.31,1.59
20180213,184.64,209.56,0.55,349.81,82.31,92.16,10.43,0.27,1.46
20180214,202.64,212.56,0.59,361.71,91.17,95.25,11.66,0.31,1.62
20180215,211.23,213.21,0.62,331.55,90.9,91.96,11.23,0.27,-999.0
20180216,229.91,233.82,0.66,332.65,100.69,102.67,13.11,0.32,1.63
20180217,218.06,216.69,0.62,339.32,94.41,94.48,11.76,0.27,1.41
20180218,215.34,214.76,0.62,349.88,94.02,94.36,11.67,0.27,1.39
20180219,208.69,211.39,0.59,365.64,91.62,93.01,11.32,0.27,1.34
20180220,179.06,204.44,0.51,375.3,79.38,89.41,9.77,0.23,1.18
20180221,195.8,201.42,0.55,372.98,84.98,87.42,10.16,0.24,1.22
20180222,206.43,205.28,0.58,356.67,88.46,88.55,10.46,0.23,1.2
20180223,223.08,222.41,0.62,363.55,98.05,98.31,12.32,0.27,1.32
20180224,224.71,223.58,0.62,366.66,98.89,99.04,12.37,0.29,1.46
20180225,214.91,215.68,0.59,374.7,93.82,94.63,11.52,0.28,1.43
20180226,198.24,206.27,0.55,388.87,87.68,91.24,10.56,0.24,1.24
20180227,219.04,219.41,0.6,372.78,95.47,96.09,11.65,0.27,1.38
20180228,209.38,211.66,0.57,366.41,89.83,91.12,10.57,0.25,1.26
20180301,207.34,207.45,0.56,378.01,88.87,89.38,10.3,0.24,1.23
20180302,226.2,228.48,0.61,382.31,100.38,101.7,12.48,0.3,1.55
20180303,230.09,232.8,0.62,388.44,101.84,103.28,12.87,0.32,-999.0
20180304,239.09,240.38,0.64,379.12,105.98,106.84,13.55,0.34,1.76
20180305,202.03,217.47,0.54,398.95,88.24,94.34,10.54,0.26,1.34
20180306,205.45,208.07,0.54,394.3,89.08,90.3,10.38,0.26,1.35
20180307,251.48,251.12,0.66,360.76,108.96,109.08,13.83,0.36,1.87
20180308,261.02,270.65,0.68,349.16,114.17,118.25,15.21,0.41,2.1
20180309,238.12,237.66,0.62,364.0,103.79,104.0,12.88,0.33,1.69
20180310,256.38,260.85,0.66,359.68,111.36,113.58,14.45,0.38,1.95
20180311,252.19,257.05,0.65,364.6,110.82,113.14,14.45,0.39,2.06
20180312,201.34,230.5,0.52,387.84,88.81,100.31,10.91,0.28,1.47
20180313,235.6,241.87,0.6,382.73,102.09,104.5,12.64,0.32,1.63
20180314,262.97,265.57,0.67,364.98,114.95,116.37,14.97,0.38,1.96
