,Unnamed: 0,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
1796,20161201,101.22,1.45,3.25,0.6,2.65,184.06,2.1,4.81,0.79,4.02,184.44,21.17,17.49,19.33,20.22,-261.26,26.8,14.91,12.39,80.44,0.0,157.95,171.23,0.55,369.1,70.39,76.17,8.96,0.21,1.09
1797,20161202,101.26,1.62,2.94,0.28,2.66,197.19,2.3,4.48,0.38,4.1,182.75,21.42,18.21,19.81,20.4,-262.58,26.72,16.15,12.94,82.44,0.0,159.91,168.95,0.55,372.27,70.79,74.89,8.83,0.2,1.07
1798,20161203,101.38,2.59,3.43,1.93,1.5,234.12,4.01,5.71,2.93,2.78,234.5,20.4,17.98,19.19,19.87,-262.05,26.33,15.23,12.76,86.06,0.0,173.02,173.93,0.6,365.18,76.41,77.53,9.64,0.23,1.14
1799,20161204,101.4,3.23,4.38,2.38,1.98,216.38,5.31,7.16,3.63,3.52,216.56,19.56,16.83,18.2,19.13,-262.1,26.05,15.01,11.9,85.5,0.0,171.71,177.73,0.6,355.43,75.65,78.51,9.75,0.23,1.18
1800,20161205,101.27,3.09,4.14,2.3,1.84,259.38,5.07,6.89,3.44,3.45,259.5,17.76,13.54,15.65,17.12,-260.88,24.87,12.6,9.58,78.62,0.0,169.01,172.48,0.59,336.73,72.02,73.87,8.88,0.21,1.09
1801,20161206,101.28,2.77,4.12,1.74,2.38,299.62,4.59,7.34,2.67,4.66,299.94,17.24,12.48,14.87,16.4,-259.02,25.08,10.95,8.97,75.44,0.0,173.77,177.54,0.61,336.77,74.41,76.43,9.34,0.23,
1802,20161207,101.17,2.67,3.87,1.55,2.31,328.06,4.3,7.25,2.27,4.98,328.38,17.55,13.82,15.69,16.7,-259.57,24.49,10.91,9.83,80.12,0.0,182.7,184.0,0.65,331.59,78.83,79.99,10.05,0.23,1.16
1803,20161208,101.07,2.91,4.12,1.99,2.12,290.38,4.63,6.5,3.2,3.3,290.94,17.94,14.61,16.27,17.31,-259.56,25.34,11.76,10.31,82.25,0.0,189.7,191.61,0.67,335.27,83.26,84.65,10.92,0.26,1.29
1804,20161209,100.94,2.8,3.95,1.87,2.08,345.5,4.65,7.35,2.58,4.77,345.94,17.21,13.15,15.19,16.69,-259.67,24.58,11.1,9.4,78.75,0.0,174.99,185.17,0.62,334.41,76.5,81.03,9.98,0.25,1.3
1805,20161210,100.94,3.17,4.49,2.28,2.21,305.31,5.1,7.8,2.9,4.91,290.69,16.12,12.09,14.1,15.61,-260.03,23.38,10.26,8.79,78.81,0.0,177.29,183.51,0.63,334.17,77.37,80.28,9.98,0.25,1.28
1806,20161211,100.93,2.78,3.65,1.78,1.86,302.5,4.47,7.18,2.7,4.48,302.94,16.62,12.3,14.46,16.15,-259.74,23.33,9.93,8.91,77.44,0.0,175.52,183.37,0.62,333.12,77.11,80.7,10.09,0.24,1.26
1807,20161212,100.97,2.6,3.72,1.56,2.16,332.88,4.09,6.65,2.26,4.39,318.0,17.4,12.19,14.8,16.3,-260.95,23.8,11.59,8.79,73.12,0.0,179.5,183.74,0.64,330.91,78.8,81.05,10.11,0.25,1.27
1808,20161213,101.05,2.64,3.78,1.84,1.95,315.12,4.12,6.44,2.47,3.98,315.19,16.76,11.9,14.33,15.56,-259.27,24.21,10.33,8.67,75.0,0.0,160.09,165.92,0.57,335.35,69.07,71.79,8.48,0.2,1.06
1809,20161214,101.15,3.08,4.38,2.43,1.95,334.31,5.12,6.7,2.72,3.98,334.38,15.71,11.61,13.65,15.07,-259.45,23.5,9.8,8.48,78.62,0.0,151.38,158.26,0.54,334.76,64.96,68.02,7.69,0.18,0.93
1810,20161215,101.22,3.44,5.16,2.59,2.56,334.69,5.81,6.95,3.42,3.53,334.88,15.73,10.96,13.35,15.1,-258.92,24.14,9.9,8.12,76.25,0.0,159.52,163.16,0.57,327.8,67.71,69.69,8.12,0.2,1.06
1811,20161216,101.29,3.05,4.16,2.12,2.03,331.5,5.02,7.63,3.3,4.34,331.75,15.26,9.59,12.43,14.35,-258.84,23.3,8.98,7.39,71.56,0.0,170.4,172.43,0.61,322.21,73.16,74.62,9.02,0.22,1.13
1812,20161217,101.24,2.27,3.93,0.44,3.49,294.94,3.68,6.87,0.58,6.29,295.0,16.44,10.67,13.55,14.9,-258.83,23.58,9.26,8.0,70.69,0.0,156.66,162.23,0.56,330.4,67.65,70.35,8.16,0.19,0.95
1813,20161218,101.29,2.1,3.77,0.94,2.83,321.62,3.34,6.4,1.34,5.06,321.88,16.53,11.04,13.79,15.03,-259.66,23.32,9.83,8.18,71.69,0.0,138.09,146.34,0.49,336.52,58.38,61.79,6.72,0.15,0.78
1814,20161219,101.26,2.23,3.61,0.72,2.89,310.06,3.56,7.0,1.04,5.97,309.94,16.83,11.96,14.39,15.37,-259.7,23.65,10.19,8.67,74.56,0.0,139.78,144.74,0.5,334.94,58.24,60.62,6.54,0.15,0.76
1815,20161220,101.18,1.78,3.38,0.41,2.98,267.75,2.82,6.08,0.6,5.48,267.25,16.75,11.23,13.99,15.13,-259.16,23.58,9.58,8.3,71.75,0.0,137.58,143.98,0.49,333.45,57.87,60.74,6.57,0.15,0.79
1816,20161221,101.18,1.7,3.34,0.2,3.13,261.69,2.48,5.47,0.3,5.16,260.88,16.58,10.4,13.49,14.57,-259.28,23.33,9.47,7.87,68.88,0.0,140.38,145.09,0.5,333.51,58.76,61.11,6.72,0.15,0.75
1817,20161222,101.13,2.17,3.8,1.34,2.47,335.12,3.34,6.35,1.87,4.48,335.06,15.8,10.08,12.94,14.18,-259.19,22.93,8.97,7.69,70.44,0.0,116.95,119.52,0.42,341.62,47.45,49.01,4.91,0.1,0.51
1818,20161223,100.97,2.18,3.68,0.39,3.28,316.19,3.41,6.27,0.54,5.74,316.38,16.13,11.07,13.6,14.64,-259.54,22.77,9.16,8.24,73.19,0.0,115.21,120.55,0.41,354.16,47.8,50.27,5.05,0.11,0.58
1819,20161224,100.91,1.59,2.91,0.21,2.7,275.94,2.56,5.56,0.19,5.38,275.69,17.9,13.15,15.53,16.44,-259.29,24.84,10.98,9.46,75.38,0.0,117.27,120.14,0.42,355.73,47.97,49.6,4.98,0.11,0.55
1820,20161225,101.01,1.33,2.36,0.35,2.0,230.44,1.86,3.7,0.59,3.11,230.94,18.92,13.82,16.37,16.89,-261.93,24.86,13.64,9.83,73.44,0.0,120.99,125.73,0.43,366.73,50.34,52.55,5.41,0.12,0.62
1821,20161226,101.01,1.99,2.94,0.48,2.45,234.0,2.97,4.59,0.67,3.92,248.5,18.44,13.55,16.0,17.05,-260.32,25.08,12.25,9.64,74.75,0.0,124.7,128.08,0.45,358.73,51.23,53.01,5.45,0.12,0.59
1822,20161227,101.22,3.27,4.45,2.22,2.23,291.25,5.2,7.45,3.73,3.72,291.69,16.88,13.65,15.27,16.4,-261.24,23.96,12.05,9.7,82.31,0.0,115.6,130.15,0.41,358.28,48.49,53.84,5.25,0.11,0.56
1823,20161228,101.26,2.27,3.44,1.17,2.26,255.38,3.83,7.34,1.29,6.05,255.81,16.55,12.65,14.61,15.78,-260.49,23.39,10.73,9.09,79.12,0.0,112.23,135.34,0.4,352.21,47.11,55.89,5.23,0.11,0.56
1824,20161229,101.3,1.86,3.49,0.83,2.66,229.44,2.68,5.14,1.14,4.01,214.38,17.03,12.08,14.55,15.5,-260.01,23.42,10.28,8.73,74.12,0.0,120.41,132.9,0.43,351.95,50.62,55.33,5.48,0.12,0.61
1825,20161230,101.3,1.8,3.6,0.88,2.72,254.88,2.68,5.35,1.07,4.28,253.88,17.51,12.79,15.15,16.23,-260.06,23.91,10.82,9.16,75.0,0.0,130.61,136.12,0.47,347.02,54.95,57.47,6.09,0.12,0.66
1826,20161231,101.25,1.3,2.3,0.04,2.27,182.94,1.85,3.22,0.08,3.15,187.31,18.82,14.73,16.77,17.5,-261.56,25.15,13.56,10.38,78.38,0.0,127.86,132.41,0.45,352.91,53.48,55.52,5.84,0.12,0.63
1827,20170101,101.27,0.86,1.6,0.31,1.29,142.25,1.18,2.36,0.38,1.98,142.62,19.87,14.65,17.26,18.09,-263.02,25.55,15.42,10.31,72.81,0.0,138.71,157.38,0.49,363.24,61.27,68.3,7.49,0.17,0.87
1828,20170102,101.27,0.95,1.45,0.12,1.33,194.31,1.27,2.11,0.09,2.02,194.06,19.83,15.19,17.51,17.98,-262.61,25.33,14.8,10.68,75.44,3.69,135.58,145.72,0.48,360.96,58.52,62.05,6.8,0.15,0.77
1829,20170103,101.24,2.49,3.52,1.35,2.16,325.44,3.8,5.37,1.95,3.41,325.38,18.69,15.63,17.16,17.96,-262.63,24.48,13.98,10.99,83.31,2.25,134.17,142.72,0.48,361.55,57.71,61.17,6.7,0.15,0.77
1830,20170104,101.15,2.86,4.05,2.09,1.96,337.94,4.59,6.93,3.2,3.73,337.94,18.01,13.97,15.99,17.48,-261.27,24.78,12.9,9.89,79.0,0.0,148.32,155.43,0.52,341.06,63.03,66.11,7.33,0.16,0.87
1831,20170105,101.13,2.8,4.14,1.94,2.2,333.69,4.33,6.2,2.94,3.26,333.62,17.16,11.72,14.44,16.23,-260.0,24.45,11.3,8.54,72.5,0.0,166.91,171.38,0.59,328.88,72.09,74.45,8.73,0.2,1.07
1832,20170106,101.09,2.31,2.94,1.46,1.48,258.5,3.37,4.98,2.06,2.92,258.62,16.99,10.12,13.55,15.33,-258.41,24.56,9.83,7.69,66.0,0.0,172.46,177.12,0.6,326.03,74.68,77.02,9.29,0.23,1.21
1833,20170107,100.93,1.77,2.9,0.83,2.07,249.94,2.49,4.73,1.15,3.59,249.62,17.5,9.26,13.38,15.26,-258.12,24.48,9.44,7.26,60.44,0.0,169.55,176.14,0.59,327.6,73.04,75.93,8.98,0.23,1.23
1834,20170108,100.91,1.59,2.54,0.66,1.88,177.5,2.22,3.62,0.62,3.0,176.94,18.61,10.98,14.8,16.34,-258.7,25.61,11.15,8.18,62.75,0.0,169.8,176.55,0.59,333.25,73.82,76.89,9.23,0.23,1.23
1835,20170109,100.92,1.7,3.08,0.76,2.32,206.0,2.37,4.2,1.04,3.16,205.0,18.72,12.65,15.69,17.0,-259.9,25.2,11.95,9.09,69.25,0.0,157.5,163.81,0.55,340.79,67.25,70.12,7.93,0.19,0.95
1836,20170110,100.93,1.86,3.05,0.76,2.29,184.25,3.11,6.68,0.86,5.82,183.31,18.49,13.7,16.09,17.72,-261.1,25.63,13.58,9.77,75.62,0.01,128.1,148.51,0.45,367.7,55.36,62.98,6.44,0.14,0.74
1837,20170111,101.05,2.57,3.16,2.16,0.99,240.56,4.04,5.79,3.09,2.7,240.69,17.4,14.01,15.7,17.25,-261.71,23.69,12.25,9.89,81.81,0.0,141.38,154.37,0.48,361.5,61.35,66.68,7.63,0.17,0.87
1838,20170112,101.1,3.18,4.06,2.11,1.95,159.0,4.91,6.95,3.49,3.45,129.62,15.95,10.6,13.28,15.56,-262.31,22.23,11.39,7.93,72.38,0.0,146.2,156.77,0.5,345.52,62.77,66.95,7.59,0.16,0.84
1839,20170113,101.23,2.9,3.91,1.96,1.95,252.25,4.58,7.25,2.95,4.3,252.56,14.31,8.06,11.19,13.76,-259.58,21.48,7.91,6.71,68.0,0.0,150.6,158.68,0.52,326.64,63.33,66.68,7.41,0.16,0.85
1840,20170114,101.35,3.17,3.98,2.45,1.55,290.44,5.17,7.42,3.09,4.34,290.5,13.15,6.89,10.01,12.72,-258.74,21.05,6.64,6.16,68.12,0.0,162.84,173.38,0.55,319.05,69.18,73.44,8.39,0.19,0.99
1841,20170115,101.39,2.92,3.98,2.15,1.82,337.88,4.64,7.49,3.05,4.44,337.88,12.82,6.32,9.57,12.08,-257.18,21.28,5.31,5.92,67.44,0.0,169.2,180.36,0.58,318.3,71.9,76.34,8.77,0.2,
1842,20170116,101.25,2.48,3.62,0.14,3.48,289.25,3.97,7.01,0.2,6.8,289.12,14.57,6.79,10.68,13.0,-256.68,22.69,6.21,6.1,62.69,0.0,175.98,183.45,0.59,320.55,75.49,78.76,9.3,0.21,1.09
1843,20170117,101.26,1.95,3.23,0.52,2.71,272.12,2.91,5.7,0.73,4.96,271.81,17.09,9.67,13.38,15.33,-257.71,24.43,9.0,7.51,63.62,0.0,170.55,177.17,0.58,336.42,74.48,77.46,9.3,0.21,1.07
1844,20170118,101.51,2.88,4.42,1.3,3.12,310.25,4.29,6.03,1.84,4.19,310.44,17.74,11.3,14.52,16.29,-259.44,25.01,11.3,8.3,68.06,0.0,158.76,165.38,0.53,343.77,68.48,71.44,8.04,0.18,0.94
1845,20170119,101.5,3.57,5.13,2.15,2.98,295.44,5.7,8.2,3.2,4.99,295.75,16.68,10.8,13.73,15.72,-258.69,24.56,10.1,8.0,71.12,0.0,184.61,190.74,0.62,325.62,80.14,82.91,10.26,0.23,1.18
1846,20170120,101.49,3.07,4.27,1.43,2.84,331.06,4.87,7.6,2.05,5.55,331.25,17.39,11.15,14.27,16.23,-258.82,25.0,10.67,8.18,70.0,0.0,187.24,194.91,0.62,338.3,82.1,85.39,10.57,0.24,1.23
1847,20170121,101.53,3.29,4.29,2.41,1.88,340.56,5.17,7.04,3.14,3.9,340.62,16.53,9.72,13.12,15.67,-257.91,25.18,9.94,7.45,67.5,0.0,189.16,195.89,0.62,323.39,81.57,84.56,10.27,0.23,1.13
1848,20170122,101.56,3.09,4.49,1.48,3.01,330.94,4.86,7.48,2.13,5.34,331.0,16.5,7.9,12.19,14.96,-256.46,25.24,8.55,6.59,59.81,0.0,190.3,197.99,0.62,322.73,82.51,85.85,10.47,0.23,1.18
1849,20170123,101.46,2.96,4.13,1.78,2.35,327.0,4.55,6.26,2.62,3.64,326.94,17.38,10.93,14.15,16.25,-256.65,26.12,9.62,8.12,68.31,0.0,179.21,185.34,0.59,329.38,76.45,79.23,9.28,0.2,1.0
1850,20170124,101.47,2.86,3.91,1.53,2.38,302.44,4.31,6.57,2.2,4.38,302.31,18.3,11.62,14.96,17.03,-257.79,26.27,10.91,8.48,67.56,0.0,169.77,176.26,0.55,340.45,72.09,74.96,8.59,0.19,0.94
1851,20170125,101.53,2.59,3.91,1.14,2.77,271.5,3.95,6.23,1.6,4.63,257.0,18.17,11.57,14.87,16.83,-258.28,25.69,10.83,8.42,67.88,0.0,181.8,188.91,0.59,336.49,78.43,81.59,9.66,0.23,1.18
1852,20170126,101.41,2.09,3.7,1.0,2.7,293.88,3.16,6.29,1.41,4.88,294.5,18.73,11.7,15.22,17.49,-257.78,26.19,10.81,8.54,65.56,0.0,187.27,200.12,0.61,353.32,82.75,88.08,10.8,0.26,1.34
1853,20170127,101.24,1.86,3.66,0.21,3.45,253.62,2.96,7.2,0.3,6.9,255.5,19.68,13.42,16.55,18.37,-259.95,26.57,13.37,9.52,68.81,0.07,104.93,191.42,0.34,377.39,50.48,85.6,7.21,0.18,0.95
1854,20170128,101.19,3.94,6.54,2.31,4.23,265.44,6.27,8.39,4.06,4.33,265.31,18.58,14.15,16.37,18.3,-260.77,25.9,13.52,10.01,76.88,0.0,170.16,179.3,0.55,359.35,74.42,78.22,9.18,0.2,1.03
1855,20170129,101.35,2.45,3.99,0.11,3.88,320.19,3.81,6.98,0.16,6.81,320.56,17.76,10.88,14.32,16.74,-258.92,24.72,10.48,8.06,66.5,0.0,188.57,195.93,0.6,328.68,81.39,84.57,10.16,0.23,1.14
1856,20170130,101.21,1.93,2.73,0.4,2.34,273.19,2.79,4.69,0.62,4.06,273.06,18.46,11.78,15.12,17.48,-258.38,25.76,11.0,8.54,67.44,0.0,193.26,200.02,0.61,333.26,84.57,87.57,10.62,0.25,1.3
1857,20170131,101.12,1.85,2.59,0.53,2.05,230.62,2.68,4.29,0.77,3.52,230.25,18.87,13.34,16.1,17.82,-258.97,25.96,11.78,9.52,73.06,0.0,170.28,179.56,0.54,344.82,73.45,77.25,8.72,0.21,1.09
1858,20170201,101.27,1.56,2.44,0.06,2.38,251.19,2.21,3.84,0.09,3.76,249.25,19.44,12.01,15.72,18.03,-258.2,26.82,11.87,8.73,65.81,0.0,154.24,169.54,0.48,361.02,65.77,71.95,7.55,0.17,0.9
1859,20170202,101.46,2.31,3.78,0.62,3.16,245.69,3.38,5.65,0.84,4.82,245.81,18.52,11.56,15.04,17.25,-259.24,25.33,11.44,8.42,65.56,0.0,148.55,162.91,0.46,358.31,62.97,68.63,7.02,0.16,0.79
1860,20170203,101.38,2.38,3.52,1.41,2.12,268.5,3.42,5.27,1.98,3.28,268.44,17.81,10.77,14.3,16.85,-259.81,24.43,11.09,8.0,65.69,0.0,174.33,172.75,0.54,335.36,72.23,72.26,8.12,0.18,0.88
1861,20170204,101.22,2.27,3.66,0.47,3.2,302.38,3.39,6.37,0.66,5.7,303.06,18.03,10.39,14.21,16.69,-257.54,25.51,9.9,7.81,63.38,0.0,183.91,186.88,0.57,335.59,78.3,80.02,9.3,0.21,1.08
1862,20170205,101.08,1.98,3.95,0.62,3.33,281.25,3.01,5.99,0.66,5.34,267.25,19.4,11.58,15.49,18.07,-257.11,27.36,11.32,8.48,63.31,0.0,201.27,204.64,0.62,336.37,87.32,89.23,10.97,0.25,
1863,20170206,100.92,1.9,3.23,0.32,2.92,263.31,2.82,6.09,0.38,5.7,263.38,20.59,12.58,16.58,19.3,-257.93,28.65,13.44,9.03,63.06,0.0,213.7,212.52,0.66,338.78,92.75,92.89,11.84,0.29,1.48
1864,20170207,100.95,2.75,3.68,1.75,1.93,244.75,4.34,6.62,2.51,4.12,244.62,20.48,13.02,16.75,19.38,-258.13,28.62,13.59,9.34,65.75,0.0,197.42,195.98,0.6,341.42,84.34,84.38,10.18,0.25,1.31
1865,20170208,101.1,2.42,3.96,0.27,3.69,303.88,3.46,5.19,0.41,4.77,304.19,20.06,10.33,15.2,18.31,-257.27,27.8,11.93,7.81,57.38,0.0,212.37,211.65,0.64,329.99,90.84,91.12,11.38,0.28,
1866,20170209,101.02,2.16,3.19,0.48,2.7,286.75,3.19,5.6,0.73,4.88,286.75,19.62,9.47,14.55,18.13,-256.49,28.05,11.4,7.39,55.56,0.0,216.68,216.7,0.65,339.66,94.26,94.72,12.08,0.3,1.59
1867,20170210,100.98,1.77,3.12,0.45,2.67,250.81,2.62,5.42,0.62,4.8,249.31,20.6,12.15,16.37,19.29,-257.16,28.46,12.46,8.85,62.94,0.0,187.72,193.84,0.56,365.69,81.49,84.22,9.84,0.24,1.27
1868,20170211,101.22,1.75,3.02,0.88,2.14,204.62,2.59,5.27,1.17,4.09,205.25,20.64,12.26,16.44,19.5,-258.31,27.65,12.82,8.85,61.31,0.0,175.43,176.85,0.52,365.42,75.11,76.02,8.82,0.22,1.13
1869,20170212,101.41,1.48,2.73,0.73,2.0,175.06,2.05,4.02,0.81,3.22,176.25,21.59,12.69,17.14,20.2,-258.97,28.3,14.12,9.09,58.56,0.0,170.58,169.51,0.51,356.89,70.75,70.88,7.78,0.19,0.95
1870,20170213,101.53,1.5,2.94,0.21,2.73,247.62,2.19,5.55,0.2,5.36,245.81,22.11,14.38,18.25,21.23,-259.74,28.6,15.19,10.13,63.5,0.0,165.74,171.08,0.48,365.62,70.24,72.55,7.85,0.19,0.98
1871,20170214,101.62,1.42,2.89,0.12,2.77,234.31,2.24,5.65,0.15,5.5,233.69,22.63,14.89,18.76,21.8,-258.88,29.56,15.29,10.44,64.88,0.0,172.28,171.19,0.5,364.69,71.14,71.26,7.68,0.18,0.91
1872,20170215,101.57,1.7,2.86,0.34,2.52,296.44,2.28,3.42,0.44,2.99,281.94,22.77,13.9,18.33,21.27,-260.32,28.81,15.98,9.83,58.88,0.0,169.46,168.53,0.49,362.18,69.2,69.37,7.42,0.16,0.85
1873,20170216,101.38,1.77,3.21,0.48,2.73,260.56,2.7,5.44,0.48,4.96,260.31,21.24,12.01,16.62,20.38,-258.16,28.56,13.57,8.67,58.88,0.0,192.5,192.49,0.55,359.24,82.24,82.77,9.62,0.23,
1874,20170217,101.27,1.78,2.62,0.75,1.87,216.81,2.56,4.45,0.66,3.8,217.19,21.79,15.23,18.51,21.29,-259.63,28.59,15.06,10.74,69.62,0.0,186.51,187.39,0.54,368.83,79.91,80.75,9.2,0.22,1.12
1875,20170218,101.27,1.73,2.88,1.12,1.76,215.25,2.71,6.09,1.38,4.7,215.38,22.59,17.23,19.9,22.47,-260.35,29.29,16.49,12.21,74.44,0.0,158.0,178.52,0.45,397.16,68.72,76.55,7.75,0.19,0.95
1876,20170219,101.02,2.31,2.96,1.59,1.36,201.5,3.77,6.35,2.06,4.29,201.81,22.98,18.71,20.85,23.37,-261.64,29.51,18.01,13.37,79.0,0.0,155.45,169.79,0.45,396.3,66.12,71.5,7.3,0.17,0.88
1877,20170220,100.59,2.62,3.62,0.51,3.12,221.69,4.34,7.34,0.74,6.6,222.06,23.65,18.14,20.9,23.64,-260.55,30.94,18.34,13.06,74.19,0.0,166.81,177.3,0.47,386.55,70.46,74.41,7.8,0.19,0.97
1878,20170221,100.51,4.44,6.95,3.12,3.84,183.06,7.09,10.61,4.03,6.58,183.94,24.47,18.65,21.56,24.51,-259.45,32.58,18.88,13.67,73.88,0.0,204.41,204.88,0.58,372.89,87.49,88.11,10.45,0.25,
1879,20170222,100.63,3.59,5.23,1.48,3.75,190.56,5.77,8.7,1.67,7.03,191.88,24.87,19.91,22.39,25.37,-259.28,32.32,18.46,14.59,77.31,0.0,211.3,213.16,0.59,378.62,92.41,93.58,11.39,0.3,1.55
1880,20170223,100.85,2.38,3.84,0.92,2.92,212.69,3.4,6.34,1.34,5.0,212.62,24.77,14.7,19.74,23.89,-260.1,31.87,18.82,10.93,60.5,0.01,192.09,191.8,0.54,369.48,79.9,80.18,9.31,0.23,1.24
1881,20170224,101.08,1.83,2.81,0.26,2.55,258.5,2.55,4.29,0.34,3.95,257.44,22.74,10.72,16.73,21.75,-257.86,30.4,15.12,8.18,51.25,0.0,230.2,230.28,0.64,339.77,99.09,99.66,12.54,0.32,
1882,20170225,101.07,2.3,3.35,0.89,2.46,258.62,3.24,4.82,1.12,3.7,257.94,20.81,6.6,13.71,19.94,-255.95,29.43,12.23,6.23,45.69,0.0,251.91,254.75,0.7,335.45,108.29,109.88,14.3,0.37,1.88
1883,20170226,100.85,2.17,3.59,0.44,3.15,254.31,3.12,4.84,0.66,4.19,253.19,21.96,10.35,16.15,20.98,-256.37,30.69,13.91,8.12,56.69,0.0,246.52,247.32,0.68,336.45,107.09,107.91,14.0,0.37,
1884,20170227,101.03,2.13,2.95,0.44,2.52,226.5,3.32,5.34,0.59,4.76,225.62,22.15,13.32,17.73,22.14,-256.36,30.96,14.17,9.64,63.56,0.0,242.99,244.16,0.66,349.38,106.81,107.71,13.89,0.37,1.9
1885,20170228,101.06,1.85,2.8,0.41,2.38,238.0,2.73,4.97,0.51,4.46,252.38,22.98,12.54,17.76,22.48,-257.52,31.04,15.4,9.22,59.0,0.0,236.88,237.33,0.64,364.66,103.95,104.57,13.4,0.34,1.78
1886,20170301,100.96,2.26,3.25,0.49,2.77,269.94,3.55,6.22,0.65,5.57,269.19,23.02,11.76,17.4,22.73,-255.75,32.07,14.67,8.73,57.0,0.0,245.45,244.26,0.66,353.44,106.46,106.55,13.59,0.36,1.84
1887,20170302,100.77,2.8,5.44,1.21,4.23,228.12,4.92,9.68,1.48,8.2,228.75,24.33,15.76,20.04,24.81,-255.28,33.87,16.0,11.35,65.06,0.0,240.7,241.05,0.65,368.98,105.38,105.97,13.41,0.36,1.9
1888,20170303,100.49,2.99,4.68,0.55,4.12,217.44,5.45,9.18,0.48,8.69,216.38,25.09,13.9,19.49,25.4,-255.51,34.66,17.02,10.13,56.19,0.0,239.18,238.36,0.64,358.52,103.02,103.2,12.95,0.34,1.81
1889,20170304,100.48,2.93,4.19,1.36,2.84,190.75,5.35,8.28,1.48,6.8,191.69,24.78,15.4,20.08,25.26,-257.36,33.57,17.79,11.17,62.94,0.0,219.2,220.73,0.59,369.95,94.12,94.96,11.36,0.3,1.59
1890,20170305,100.41,2.85,4.52,0.28,4.24,204.31,4.77,6.89,0.55,6.34,205.06,26.15,20.1,23.13,26.65,-259.58,33.73,20.16,14.77,73.06,1.88,181.59,199.85,0.48,402.27,78.88,85.67,9.17,0.23,1.23
1891,20170306,100.55,2.44,4.43,0.31,4.12,165.06,3.43,6.04,0.45,5.59,165.12,25.44,12.96,19.2,24.95,-259.78,32.51,19.14,9.77,52.31,1.02,195.35,197.43,0.52,378.3,81.73,82.76,9.39,0.23,1.15
1892,20170307,100.63,2.01,3.06,0.7,2.36,210.44,3.17,5.55,0.77,4.79,209.06,24.24,9.51,16.87,24.23,-256.37,33.04,16.26,7.51,43.56,0.03,209.4,208.99,0.55,378.35,88.67,88.85,10.38,0.26,1.33
1893,20170308,100.56,1.71,2.52,0.33,2.2,194.44,2.72,4.85,0.45,4.4,194.19,23.33,19.36,21.34,23.68,-261.35,30.34,18.54,14.1,80.94,4.97,52.04,169.12,0.13,415.08,26.64,71.77,3.48,0.08,0.41
1894,20170309,100.39,2.73,4.79,1.4,3.39,171.69,4.18,8.26,2.12,6.13,172.62,25.17,19.55,22.36,25.73,-260.77,32.19,19.82,14.28,74.5,2.49,147.96,212.48,0.38,407.2,68.16,94.45,8.71,0.23,1.15
1895,20170310,100.28,3.44,6.84,1.87,4.98,174.19,5.23,10.27,2.65,7.62,175.62,26.76,20.17,23.47,27.4,-260.0,34.08,20.94,14.95,72.62,8.7,150.47,200.64,0.39,416.87,67.75,86.98,8.2,0.22,1.15
1896,20170311,100.34,4.03,5.84,1.78,4.06,195.06,6.08,7.37,3.46,3.91,195.81,26.51,21.4,23.96,26.55,-262.92,31.95,21.71,16.05,75.69,21.85,183.2,221.0,0.47,415.23,83.81,98.98,10.67,0.3,1.54
1897,20170312,100.67,2.53,3.1,1.7,1.41,132.12,3.88,5.73,2.62,3.11,146.44,24.25,16.64,20.44,24.7,-262.71,30.05,19.61,11.78,64.69,0.83,213.48,219.53,0.55,382.05,92.08,94.63,11.12,0.28,1.44
1898,20170313,101.02,2.09,3.88,0.81,3.07,229.56,3.28,7.23,1.12,6.09,229.88,21.9,8.65,15.28,21.67,-257.02,29.39,13.26,7.02,46.06,0.0,245.76,249.45,0.62,342.14,104.82,106.38,12.95,0.34,1.77
1899,20170314,101.09,1.66,3.06,0.2,2.87,200.12,2.48,5.7,0.33,5.37,200.25,22.66,9.15,15.9,21.94,-256.79,30.22,13.87,7.2,44.69,0.0,257.52,258.77,0.66,346.59,112.4,113.23,14.29,0.37,1.9
1900,20170315,101.01,2.08,3.25,0.18,3.07,267.56,2.97,4.98,0.31,4.66,266.94,22.73,9.43,16.08,22.11,-257.17,30.49,14.51,7.39,46.38,0.0,256.12,255.98,0.65,352.51,111.76,112.02,14.1,0.37,1.91
1901,20170316,100.81,1.71,2.74,0.31,2.43,250.81,2.52,4.68,0.41,4.27,249.62,23.04,10.28,16.66,22.65,-257.01,31.2,15.06,7.93,50.5,0.0,252.76,255.63,0.64,354.16,110.51,112.0,13.92,0.37,1.91
1902,20170317,100.62,2.78,4.8,1.35,3.45,218.0,4.76,9.39,1.68,7.71,219.62,24.04,14.33,19.18,24.66,-255.42,33.33,15.61,10.38,62.31,0.0,258.81,260.34,0.65,361.8,113.45,114.25,14.54,0.38,1.95
