,Unnamed: 0,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
378,20130113,101.1,2.25,3.83,0.62,3.2,330.12,3.75,7.4,0.85,6.55,330.25,13.89,6.96,10.43,12.59,-257.99,21.4,6.24,6.23,65.56,0.0,133.16,141.44,0.45,326.03,54.8,58.17,5.98,0.13,0.68
379,20130114,101.08,1.85,3.32,0.52,2.8,241.81,2.79,5.27,0.7,4.57,256.56,16.73,9.28,13.0,15.07,-256.95,24.7,8.51,7.26,63.69,0.0,138.3,143.02,0.47,339.3,57.7,60.02,6.3,0.14,0.72
380,20130115,101.26,2.36,3.07,1.77,1.3,258.12,3.59,6.02,1.9,4.12,242.94,16.73,10.63,13.68,15.73,-257.74,24.58,9.17,7.93,69.25,0.0,149.48,156.09,0.51,339.05,63.85,66.43,7.41,0.17,0.88
381,20130116,101.37,1.94,3.16,0.45,2.7,150.94,3.2,6.8,0.43,6.38,151.12,16.87,10.33,13.61,16.15,-257.86,24.52,9.23,7.81,67.31,0.0,134.48,162.45,0.45,371.25,59.97,71.17,7.34,0.17,0.9
382,20130117,101.36,2.08,3.2,1.21,1.98,205.5,3.04,5.11,1.68,3.42,206.0,18.57,11.6,15.08,17.23,-258.25,26.18,11.28,8.48,65.81,0.0,138.16,166.88,0.47,366.58,61.83,73.2,7.58,0.18,0.92
383,20130118,101.35,1.7,3.0,0.28,2.72,197.38,2.62,5.64,0.36,5.28,197.25,19.59,12.51,16.05,18.15,-257.85,27.39,12.09,8.97,66.12,0.0,167.91,178.22,0.56,349.18,73.41,77.81,9.04,0.22,1.13
384,20130119,101.26,1.86,2.88,0.9,1.98,296.94,2.78,5.02,0.9,4.13,295.38,19.88,13.95,16.92,19.14,-258.44,27.61,12.9,9.89,71.31,0.0,170.62,172.26,0.57,353.34,74.21,75.38,8.89,0.2,1.05
385,20130120,101.32,3.93,5.76,2.48,3.28,339.0,6.13,8.17,4.02,4.15,339.12,18.48,14.08,16.28,18.64,-261.2,25.23,13.29,9.95,77.5,0.0,140.6,149.41,0.47,359.34,60.55,64.12,6.78,0.16,0.82
386,20130121,101.53,3.47,4.58,2.45,2.13,332.75,5.5,7.82,3.48,4.34,333.0,16.17,9.33,12.75,16.23,-259.92,23.4,10.18,7.26,66.31,0.0,154.57,159.73,0.52,353.08,67.12,69.44,7.77,0.17,0.89
387,20130122,101.57,4.15,4.84,3.02,1.81,304.75,6.77,8.81,4.66,4.16,304.88,14.95,7.14,11.05,14.94,-258.67,23.11,8.62,6.29,61.81,0.0,168.66,181.1,0.55,330.48,73.88,78.91,9.09,0.21,1.09
388,20130123,101.49,4.03,5.02,2.95,2.07,337.19,6.62,8.93,4.32,4.61,337.31,13.81,4.3,9.05,13.69,-255.92,23.81,6.57,5.13,57.12,0.0,197.06,206.82,0.65,310.93,85.02,89.05,10.79,0.26,1.33
389,20130124,101.44,4.09,4.98,3.11,1.87,339.06,6.98,9.41,3.5,5.91,339.25,13.62,4.44,9.02,13.59,-254.41,23.94,5.2,5.19,57.81,0.0,196.58,203.99,0.64,319.62,85.91,89.24,10.9,0.27,1.36
390,20130125,101.48,3.88,5.25,2.88,2.37,346.5,6.44,8.46,3.7,4.76,346.44,13.39,4.63,9.01,13.55,-255.92,23.03,5.8,5.25,59.31,0.0,191.6,201.3,0.62,324.63,83.82,87.97,10.52,0.26,1.37
391,20130126,101.5,4.03,5.77,3.1,2.66,345.0,6.78,8.77,4.16,4.6,345.0,13.4,3.76,8.58,13.32,-256.04,23.16,6.05,4.94,55.56,0.0,180.08,187.69,0.59,323.52,76.7,80.03,9.2,0.22,1.13
392,20130127,101.44,3.66,4.77,2.7,2.08,337.31,6.06,8.43,3.06,5.37,337.31,13.61,4.85,9.23,13.43,-255.49,23.26,5.59,5.37,59.31,0.0,179.14,189.2,0.58,323.38,75.54,79.68,9.02,0.2,1.07
393,20130128,101.34,3.44,4.54,2.44,2.1,333.94,5.84,8.08,3.49,4.59,334.06,13.65,5.43,9.55,13.05,-260.26,21.54,8.65,5.55,60.12,0.0,150.13,197.09,0.48,324.37,66.48,83.86,8.55,0.2,1.02
394,20130129,101.23,3.12,4.73,1.98,2.74,327.06,5.11,7.89,3.06,4.83,326.75,14.44,4.38,9.41,13.84,-254.85,24.32,6.02,5.19,55.12,0.0,187.72,196.05,0.6,318.74,79.65,83.05,9.82,0.22,1.12
395,20130130,101.34,2.88,3.58,1.77,1.8,332.06,4.75,7.61,2.42,5.19,331.94,14.85,5.01,9.93,14.37,-255.24,24.52,6.61,5.43,55.69,0.0,183.55,191.04,0.58,316.98,77.77,80.9,9.38,0.21,1.07
396,20130131,101.4,3.11,4.05,1.8,2.24,290.19,5.07,7.44,3.0,4.43,290.38,16.09,6.41,11.25,15.62,-256.08,25.64,8.57,5.98,56.38,0.0,184.06,195.8,0.58,324.74,79.16,83.57,9.84,0.23,1.23
397,20130201,101.39,2.44,4.3,1.27,3.03,244.31,3.88,7.13,1.69,5.45,244.38,15.05,7.23,11.14,13.66,-263.2,20.81,10.86,6.29,60.44,0.0,117.73,186.0,0.37,333.07,53.87,79.87,6.93,0.16,0.85
398,20130202,101.26,2.62,3.68,2.11,1.57,272.56,4.02,6.15,2.38,3.77,272.38,16.65,7.3,11.98,15.91,-257.4,25.05,9.3,6.35,57.06,0.0,146.82,204.58,0.46,348.27,68.13,90.21,9.32,0.22,1.13
399,20130203,101.19,2.45,3.48,1.48,1.99,249.5,3.88,6.18,1.92,4.26,249.25,18.31,8.65,13.48,17.65,-256.53,26.8,10.19,6.96,56.38,0.0,178.6,186.14,0.55,345.28,77.45,80.79,9.34,0.21,
400,20130204,101.33,2.01,3.45,0.76,2.7,228.94,3.12,6.4,0.8,5.59,229.31,19.54,9.23,14.38,18.37,-255.85,27.93,10.62,7.26,54.19,0.0,181.34,187.48,0.56,348.43,79.27,82.05,9.62,0.22,1.13
401,20130205,101.39,2.47,3.35,1.48,1.86,312.62,3.72,5.66,1.53,4.12,312.94,19.9,10.65,15.28,19.18,-255.97,28.93,11.75,8.0,57.38,0.0,193.47,197.88,0.59,346.05,84.91,87.07,10.55,0.25,1.29
402,20130206,101.22,2.49,3.84,0.88,2.95,319.5,3.95,7.1,1.27,5.84,319.88,21.33,10.33,15.83,20.41,-255.37,30.37,12.58,7.81,52.62,0.0,209.91,214.52,0.64,349.24,93.19,95.45,12.06,0.3,1.55
403,20130207,100.98,3.05,4.5,2.21,2.29,331.31,5.13,8.57,2.6,5.96,331.62,22.08,14.24,18.16,22.17,-257.92,30.42,15.2,10.13,63.81,0.0,177.59,186.48,0.54,371.84,78.02,81.74,9.43,0.24,1.27
404,20130208,101.02,4.27,6.08,2.9,3.18,342.12,6.86,8.29,5.23,3.05,342.25,21.25,14.4,17.82,21.58,-261.92,28.15,16.91,10.19,67.06,0.8,109.35,187.0,0.33,389.52,51.94,83.33,6.88,0.19,1.01
405,20130209,101.17,3.91,5.36,2.9,2.46,345.5,6.25,8.87,3.6,5.27,345.5,18.27,8.37,13.32,18.62,-258.67,26.57,12.08,6.84,56.0,0.1,216.62,224.8,0.65,338.9,96.73,100.15,12.8,0.35,1.85
406,20130210,101.18,4.18,5.28,2.47,2.81,338.56,6.73,9.12,4.23,4.88,338.5,17.05,3.68,10.36,16.91,-255.24,27.01,9.09,4.94,44.56,0.0,236.45,247.73,0.7,311.45,102.4,106.82,13.89,0.38,1.97
407,20130211,101.1,3.52,4.58,2.19,2.39,337.62,5.83,8.68,3.17,5.52,337.75,18.2,6.94,12.57,18.13,-253.97,28.38,9.21,6.29,51.06,0.0,226.4,236.02,0.67,326.41,99.61,103.56,13.25,0.36,1.91
408,20130212,101.09,3.72,5.4,2.47,2.94,335.62,6.17,9.8,2.9,6.9,335.88,18.46,8.42,13.44,18.48,-256.13,27.65,10.64,6.84,55.5,0.0,201.22,230.86,0.59,344.79,88.49,99.71,11.89,0.34,1.8
409,20130213,100.98,3.97,5.66,2.91,2.76,335.19,6.74,8.95,3.51,5.45,335.31,20.41,9.92,15.16,20.58,-256.76,29.83,13.44,7.57,54.0,0.0,194.22,224.36,0.57,361.03,87.72,99.45,11.73,0.32,1.71
410,20130214,100.96,3.26,5.05,1.95,3.11,305.0,5.15,7.85,3.19,4.66,304.88,21.26,10.95,16.11,21.2,-255.73,30.4,12.98,8.18,54.75,0.0,206.3,212.93,0.6,362.33,91.32,94.2,11.55,0.3,1.54
411,20130215,100.95,1.86,3.23,0.18,3.05,287.0,3.09,6.13,0.22,5.91,287.81,22.6,10.98,16.79,22.64,-255.29,31.62,13.75,8.18,52.0,0.0,208.45,217.09,0.61,361.03,92.77,96.62,11.93,0.29,1.5
412,20130216,100.8,2.14,3.41,0.4,3.0,156.38,3.67,6.95,0.65,6.29,157.31,22.12,12.51,17.31,22.76,-256.15,31.01,14.01,9.03,58.06,0.15,72.85,225.53,0.21,386.72,38.01,101.86,6.14,0.16,0.84
413,20130217,100.73,3.2,6.88,0.22,6.66,156.5,4.45,7.57,0.34,7.23,156.56,20.97,14.59,17.78,21.28,-263.58,26.67,17.1,10.31,69.19,5.2,46.79,215.99,0.13,403.77,25.22,98.03,4.2,0.11,0.59
414,20130218,100.95,2.94,4.27,0.48,3.79,295.31,4.44,7.71,0.8,6.91,295.62,19.94,13.64,16.8,20.62,-261.47,26.62,14.94,9.77,70.25,5.24,179.64,210.8,0.52,366.03,79.88,91.32,10.24,0.26,1.38
415,20130219,101.1,3.24,4.35,2.55,1.8,327.88,5.2,7.74,2.98,4.77,328.0,18.55,10.65,14.59,19.19,-257.99,26.5,11.33,7.93,62.56,0.0,203.51,224.39,0.58,336.49,89.52,97.77,11.55,0.29,
416,20130220,101.11,3.56,4.84,2.7,2.15,339.69,5.9,8.29,2.91,5.38,339.62,19.41,10.43,14.92,20.0,-257.1,27.98,11.94,7.81,59.19,0.0,222.77,231.48,0.63,343.69,99.38,103.16,13.02,0.33,1.68
417,20130221,101.15,3.73,4.98,2.58,2.4,337.88,6.16,8.95,2.77,6.17,337.81,19.43,9.47,14.44,19.89,-256.62,28.39,11.87,7.32,55.94,0.0,223.69,233.68,0.63,342.94,98.09,102.25,12.63,0.31,
418,20130222,101.23,3.73,4.8,2.62,2.16,340.31,5.98,8.68,4.05,4.62,340.69,20.26,8.18,14.22,20.29,-255.04,30.11,12.0,6.71,50.25,0.0,241.88,247.56,0.68,332.8,106.43,108.95,14.04,0.36,1.84
419,20130223,101.15,3.65,4.52,2.63,1.89,334.19,6.02,9.02,3.45,5.58,319.81,21.46,9.38,15.42,21.59,-253.2,32.03,12.08,7.32,50.19,0.0,250.12,254.49,0.7,340.37,111.29,113.42,14.88,0.41,2.12
420,20130224,101.1,3.44,4.58,2.66,1.91,291.75,5.74,8.97,3.55,5.41,292.06,22.63,10.5,16.56,22.98,-253.6,32.83,13.27,7.87,50.81,0.0,242.42,247.02,0.67,353.41,108.84,111.18,14.48,0.4,2.1
421,20130225,101.14,3.6,4.61,2.4,2.22,295.0,5.5,8.29,3.39,4.89,295.06,23.07,12.78,17.93,23.63,-256.69,31.87,15.4,9.16,55.62,0.0,237.4,242.41,0.66,362.56,106.1,108.55,13.98,0.38,2.01
422,20130226,101.16,3.59,5.06,2.37,2.7,342.56,5.51,7.43,4.09,3.34,342.69,22.95,12.47,17.71,23.47,-257.43,31.5,15.77,8.97,54.62,0.0,237.85,242.33,0.66,364.0,106.06,108.24,13.88,0.38,2.02
423,20130227,101.02,3.64,4.59,2.7,1.89,329.06,5.98,8.53,2.95,5.58,329.38,22.08,8.04,15.06,22.39,-254.87,32.23,13.94,6.71,45.38,0.0,247.6,254.17,0.68,346.3,108.93,111.8,14.38,0.4,2.09
424,20130228,100.8,4.09,5.46,2.75,2.71,325.31,7.03,9.53,3.34,6.2,325.44,23.34,10.27,16.8,23.67,-253.09,34.28,14.22,7.81,47.12,0.0,253.38,257.95,0.69,354.23,113.16,115.33,15.16,0.43,2.26
425,20130301,100.95,4.39,6.44,2.67,3.77,332.31,6.71,8.95,4.03,4.91,332.12,21.84,7.26,14.55,22.27,-254.88,31.77,13.51,6.41,44.56,0.0,264.55,270.31,0.72,330.6,113.34,115.9,14.91,0.41,2.12
426,20130302,101.08,3.62,4.52,2.61,1.91,328.25,5.99,8.63,3.31,5.32,328.31,20.94,6.05,13.5,21.44,-253.25,31.61,11.71,5.86,42.25,0.0,262.98,271.4,0.71,337.34,114.9,118.58,15.16,0.41,2.19
427,20130303,101.04,3.52,4.91,2.35,2.56,333.88,5.67,8.57,3.54,5.03,334.06,21.81,6.47,14.14,21.87,-253.34,32.37,12.56,5.98,41.25,0.0,255.73,261.38,0.69,340.79,111.16,113.66,14.42,0.39,2.03
428,20130304,101.1,2.39,3.83,0.4,3.43,303.69,3.62,6.5,0.55,5.95,303.56,22.91,7.06,14.99,22.47,-252.91,32.83,12.59,6.23,40.38,0.0,246.98,253.34,0.66,350.05,106.65,109.25,13.55,0.36,1.87
429,20130305,101.15,2.31,3.71,0.64,3.07,291.25,3.55,6.02,0.92,5.1,290.5,23.58,8.64,16.11,23.35,-253.6,33.53,13.98,7.02,43.69,0.0,244.84,250.33,0.65,349.24,105.71,108.05,13.31,0.35,1.84
430,20130306,101.11,2.05,3.83,0.55,3.27,278.94,3.23,6.08,0.77,5.3,277.94,24.27,10.34,17.3,24.32,-254.73,33.8,15.38,7.93,47.25,0.0,236.94,241.81,0.62,367.2,103.95,106.02,12.98,0.35,1.84
431,20130307,101.1,2.27,3.07,1.08,1.99,323.5,3.65,5.74,1.14,4.6,323.44,23.67,7.23,15.45,23.86,-253.92,33.76,14.53,6.47,40.56,0.0,229.95,239.67,0.6,370.59,100.37,104.23,12.41,0.34,1.76
432,20130308,101.04,2.44,3.52,1.65,1.88,313.56,3.83,6.22,2.12,4.1,313.69,23.95,7.19,15.57,23.94,-253.04,34.16,14.05,6.35,38.69,0.0,232.95,239.3,0.61,363.03,101.33,104.04,12.47,0.33,1.7
433,20130309,100.83,2.18,3.48,0.63,2.84,273.62,3.31,5.73,0.91,4.83,273.06,24.29,8.85,16.57,24.16,-254.39,33.74,14.99,7.14,42.31,0.0,238.95,245.01,0.62,355.67,102.62,105.22,12.74,0.34,1.77
434,20130310,100.69,2.4,3.98,0.37,3.62,225.94,3.69,7.0,0.39,6.61,227.19,25.01,12.42,18.71,25.59,-254.24,34.98,16.08,9.46,54.0,0.0,241.91,249.61,0.62,375.62,106.52,109.7,13.73,0.37,1.88
435,20130311,100.68,2.42,4.85,0.67,4.19,206.62,4.0,8.09,0.72,7.38,206.94,26.9,17.76,22.33,28.09,-257.3,35.61,19.76,13.06,64.25,0.0,231.5,244.02,0.59,399.54,103.22,107.87,13.22,0.34,1.8
436,20130312,100.62,2.48,4.16,0.77,3.39,206.88,3.8,7.56,1.21,6.35,206.69,27.47,15.87,21.67,27.94,-256.52,36.44,19.81,11.6,57.38,0.0,235.12,243.16,0.6,385.16,103.31,106.3,13.04,0.35,1.82
437,20130313,100.76,1.84,3.05,0.1,2.95,203.69,2.65,4.62,0.25,4.38,203.19,27.19,10.9,19.05,27.27,-254.8,36.65,18.3,8.48,42.94,0.0,236.38,244.31,0.6,381.46,103.93,106.82,13.16,0.36,1.91
438,20130314,100.82,2.04,4.11,0.2,3.91,197.0,3.34,7.45,0.23,7.22,197.19,26.83,13.87,20.35,27.27,-256.86,35.35,19.06,10.13,50.31,0.0,214.55,238.88,0.55,399.65,95.63,104.73,12.05,0.34,1.76
439,20130315,100.93,2.16,3.32,0.37,2.95,166.12,3.52,5.91,0.55,5.36,166.06,26.9,15.55,21.23,26.74,-259.9,34.26,21.01,11.23,55.88,0.08,180.73,219.86,0.46,405.51,81.3,95.38,9.91,0.28,1.47
440,20130316,101.02,2.23,4.8,0.68,4.12,221.69,3.4,6.0,1.19,4.81,193.06,28.07,14.18,21.12,28.73,-256.38,36.81,20.04,10.13,47.38,0.01,207.65,226.49,0.52,397.84,91.65,99.09,11.06,0.3,1.53
441,20130317,100.92,1.91,3.2,1.05,2.15,302.31,2.63,4.21,1.57,2.64,302.0,27.93,16.02,21.98,28.45,-258.11,35.79,20.75,11.35,52.25,2.44,134.27,218.52,0.34,406.13,61.3,94.03,7.3,0.2,1.01
442,20130318,100.63,2.62,4.4,0.53,3.87,269.38,3.82,5.21,0.85,4.36,268.5,27.1,11.71,19.4,27.4,-257.11,35.03,18.99,8.79,44.0,0.01,268.69,280.34,0.67,369.28,118.28,122.98,15.45,0.42,2.18
443,20130319,100.59,2.46,3.93,0.67,3.26,242.75,3.62,5.53,1.09,4.45,242.88,26.86,11.02,18.94,27.19,-254.74,36.06,17.65,8.61,46.0,0.0,263.25,277.21,0.66,375.66,116.34,121.84,15.15,0.41,
444,20130320,100.63,2.13,3.33,0.61,2.72,241.5,3.24,6.84,0.89,5.95,256.25,27.9,14.62,21.26,28.42,-256.49,36.7,20.04,10.93,54.62,0.0,261.67,274.89,0.65,379.77,116.1,121.33,15.14,0.4,2.04
445,20130321,100.43,2.63,3.8,0.67,3.13,248.25,4.27,6.82,1.02,5.81,248.12,28.67,13.83,21.25,29.22,-254.85,38.07,19.76,10.38,50.38,0.0,260.55,268.51,0.64,388.61,115.23,118.4,14.73,0.39,2.01
446,20130322,100.26,2.38,3.89,0.73,3.16,213.38,3.85,6.53,1.02,5.5,212.69,29.28,16.84,23.06,29.9,-256.88,37.96,21.69,12.45,55.62,0.0,210.95,239.01,0.52,418.14,93.72,104.41,11.39,0.3,1.52
447,20130323,100.51,1.49,3.61,0.05,3.55,131.25,2.32,6.47,0.12,6.34,126.06,29.57,16.73,23.15,30.55,-257.01,37.99,21.84,12.27,53.0,0.0,222.61,239.78,0.55,416.77,98.35,104.92,11.84,0.31,1.6
448,20130324,100.57,1.98,3.05,0.47,2.59,247.0,3.22,6.16,0.85,5.3,246.81,29.86,17.26,23.55,30.49,-257.86,38.12,22.82,12.51,53.0,2.77,236.61,253.03,0.58,414.3,105.01,111.05,13.11,0.35,1.82
449,20130325,100.31,2.88,4.15,1.01,3.14,250.38,4.22,5.42,1.48,3.94,250.25,30.29,15.34,22.81,30.9,-256.63,38.8,22.28,11.23,46.81,0.33,239.72,246.63,0.59,412.51,105.26,107.92,12.7,0.33,1.71
450,20130326,100.26,2.54,4.3,0.32,3.98,279.62,3.79,5.66,0.66,4.99,277.75,29.9,13.97,21.94,30.4,-255.61,38.69,21.15,10.38,44.81,0.0,249.86,263.75,0.61,401.05,110.16,115.42,13.7,0.36,1.84
451,20130327,100.36,2.52,4.52,1.27,3.25,240.62,3.61,6.15,2.05,4.09,255.0,30.23,12.4,21.32,30.61,-256.23,39.03,22.11,9.4,40.38,0.0,254.7,269.09,0.62,404.66,113.71,119.2,14.4,0.39,2.01
452,20130328,100.44,1.82,3.05,0.31,2.73,241.75,3.01,6.53,0.8,5.73,240.19,30.83,16.19,23.51,31.86,-255.24,40.4,22.49,11.84,49.0,0.0,227.83,251.24,0.55,430.77,102.55,111.52,12.59,0.34,1.73
453,20130329,100.46,2.53,4.05,0.98,3.07,265.56,4.02,7.63,1.54,6.09,265.56,30.09,13.74,21.91,31.33,-256.99,38.57,22.41,10.19,43.12,0.06,158.89,235.03,0.38,443.2,72.62,102.66,8.71,0.23,1.22
454,20130330,100.27,3.43,5.8,1.5,4.3,220.44,5.3,8.66,2.38,6.28,220.5,30.69,18.36,24.53,31.71,-256.99,39.49,23.33,13.31,52.56,2.27,178.28,233.32,0.43,444.11,80.04,101.31,9.61,0.25,1.27
455,20130331,100.34,2.41,4.51,0.48,4.02,170.38,3.57,6.73,0.83,5.91,171.25,31.02,18.62,24.82,32.57,-257.77,39.09,23.71,13.61,53.19,0.03,225.22,232.41,0.54,424.38,97.84,100.53,11.49,0.29,1.49
456,20130401,100.44,2.31,5.28,0.5,4.78,179.75,3.48,8.01,0.7,7.3,181.69,31.33,18.8,25.07,33.23,-257.92,39.63,24.4,13.73,53.06,0.01,237.19,240.36,0.56,422.57,104.24,105.48,12.62,0.32,1.66
457,20130402,100.5,2.3,5.7,0.35,5.35,185.31,3.43,7.84,0.41,7.43,188.75,31.88,19.75,25.82,34.05,-258.28,39.85,24.98,14.53,53.88,0.38,252.98,261.32,0.6,426.06,113.57,116.62,14.38,0.38,1.94
458,20130403,100.35,3.21,6.04,0.6,5.44,264.56,4.65,8.94,1.04,7.91,264.25,32.37,16.84,24.61,33.8,-256.53,41.1,24.48,12.33,46.06,0.03,220.62,257.62,0.52,433.57,99.4,114.33,12.49,0.34,1.77
459,20130404,100.02,4.36,6.84,2.72,4.11,271.0,6.63,8.69,3.31,5.38,271.31,32.8,15.4,24.1,34.07,-256.88,41.32,25.05,11.11,38.75,0.02,242.95,279.59,0.57,421.8,110.76,125.35,14.66,0.41,2.14
460,20130405,100.04,4.44,6.9,1.8,5.09,288.38,6.7,8.42,3.3,5.12,287.5,31.01,9.31,20.16,31.82,-254.98,40.55,22.38,7.51,30.38,0.09,296.37,307.53,0.7,380.61,131.47,135.46,17.52,0.49,2.59
461,20130406,100.15,3.53,5.25,0.38,4.87,266.88,5.45,8.47,0.56,7.91,266.69,30.09,6.05,18.07,30.8,-253.27,40.15,20.27,6.41,29.38,0.0,295.44,310.95,0.7,367.8,129.55,135.25,17.26,0.49,
462,20130407,100.09,2.77,4.45,0.7,3.75,265.19,4.02,6.95,1.1,5.84,264.38,30.39,8.58,19.48,30.9,-254.0,40.32,21.17,8.36,39.94,0.0,298.28,309.98,0.7,375.6,131.3,135.48,17.45,0.49,2.59
463,20130408,100.19,2.53,4.77,1.05,3.71,242.19,3.78,7.4,1.73,5.67,243.19,30.93,12.73,21.83,32.2,-253.88,41.12,21.86,10.19,45.75,0.0,285.03,297.17,0.66,392.95,125.59,130.07,16.38,0.45,
464,20130409,100.24,2.46,5.27,0.71,4.56,226.62,3.85,8.37,0.98,7.38,228.06,31.88,15.69,23.79,33.87,-254.27,41.93,23.05,12.08,50.31,0.0,282.72,294.62,0.66,399.16,124.67,129.03,16.24,0.44,2.28
465,20130410,100.2,2.78,6.54,0.3,6.24,164.62,4.23,9.09,0.13,8.97,157.62,32.3,16.05,24.17,34.37,-253.94,42.61,23.4,12.27,49.06,0.0,266.66,274.85,0.62,411.16,117.62,120.52,14.49,0.38,2.0
466,20130411,100.17,4.32,7.31,1.24,6.07,181.56,5.81,9.48,1.21,8.27,184.06,32.4,19.02,25.72,34.39,-255.56,42.58,25.0,14.28,53.69,1.67,231.22,248.41,0.53,435.02,101.88,108.1,11.84,0.31,1.62
467,20130412,100.33,4.8,7.01,1.83,5.18,177.81,6.41,9.85,1.8,8.04,180.19,31.55,21.23,26.39,32.76,-257.39,41.01,25.24,15.93,60.19,6.64,248.41,261.5,0.57,437.82,111.28,115.95,13.46,0.36,1.88
468,20130413,100.39,3.8,6.84,0.98,5.86,207.62,5.35,9.42,1.25,8.17,211.06,32.87,18.01,25.44,34.51,-255.56,42.67,25.08,13.43,49.81,0.01,243.48,261.05,0.56,434.49,108.99,115.33,13.14,0.35,1.82
469,20130414,100.38,4.92,8.91,2.48,6.44,236.75,7.05,11.31,4.35,6.96,237.69,32.38,16.8,24.59,33.48,-257.33,41.44,25.62,12.33,45.88,0.91,232.73,267.37,0.53,427.3,105.09,118.66,12.84,0.35,1.79
470,20130415,100.14,3.62,4.88,1.92,2.95,242.12,5.33,6.77,3.3,3.48,242.25,31.82,17.69,24.75,33.08,-257.79,40.09,24.73,12.88,48.44,1.95,279.84,289.8,0.64,422.45,127.41,131.05,16.38,0.44,2.3
471,20130416,99.83,3.79,5.5,1.66,3.84,201.88,5.57,8.04,3.32,4.72,204.31,32.37,18.21,25.29,33.77,-256.07,41.55,24.48,13.24,47.0,0.9,238.51,277.89,0.55,428.12,110.78,126.48,14.16,0.38,1.95
472,20130417,99.79,2.73,6.64,0.32,6.32,178.12,3.8,9.77,0.95,8.82,180.56,31.83,18.76,25.3,33.64,-255.74,41.45,24.05,14.28,55.0,5.74,249.71,282.26,0.57,436.62,114.43,126.67,14.67,0.4,2.05
473,20130418,100.07,4.64,6.09,3.43,2.66,169.25,6.09,8.04,4.71,3.33,170.75,30.15,22.99,26.58,31.33,-261.39,37.33,25.58,17.76,69.5,10.18,235.86,266.37,0.54,426.06,109.34,120.87,13.67,0.38,1.94
474,20130419,100.17,3.8,5.62,2.05,3.57,191.25,5.54,8.3,4.02,4.28,192.62,30.26,22.56,26.4,30.87,-261.35,37.08,25.29,17.27,67.56,18.01,202.99,276.55,0.46,424.52,95.7,126.27,12.29,0.36,1.89
475,20130420,100.4,2.74,5.4,0.12,5.28,199.81,4.26,8.31,0.48,7.82,212.31,28.61,19.69,24.15,29.44,-263.21,33.98,24.04,14.4,61.56,0.97,160.3,276.26,0.36,415.09,78.38,125.98,10.27,0.28,1.41
476,20130421,100.58,3.15,4.1,1.82,2.28,226.38,4.88,6.1,3.76,2.34,226.94,27.9,19.1,23.5,28.59,-263.78,33.51,24.15,13.85,61.31,4.19,217.9,291.19,0.49,411.23,104.13,133.77,13.97,0.39,2.02
477,20130422,100.63,2.7,4.79,0.67,4.12,214.62,3.85,7.22,1.45,5.77,216.25,28.3,18.52,23.41,29.78,-260.92,34.62,22.39,13.37,58.62,1.39,269.38,292.35,0.61,404.27,126.34,134.61,16.41,0.45,2.3
478,20130423,100.65,2.58,3.91,1.3,2.61,209.06,3.92,6.34,1.91,4.43,209.88,29.47,19.88,24.67,31.15,-259.57,36.36,22.78,14.65,61.5,3.63,254.34,286.09,0.57,416.83,119.16,130.98,15.36,0.43,2.21
479,20130424,100.68,1.74,3.07,0.34,2.73,258.31,2.64,5.35,0.47,4.88,258.06,29.8,21.24,25.51,30.96,-261.95,35.32,24.12,15.81,63.38,7.99,246.52,272.72,0.55,418.56,114.09,123.77,14.26,0.38,1.94
480,20130425,100.59,2.39,4.71,0.95,3.76,213.38,3.59,7.34,1.27,6.06,216.12,30.9,20.55,25.73,32.76,-259.57,37.96,24.38,15.32,59.69,0.61,263.05,280.87,0.59,424.04,120.89,127.32,15.19,0.41,2.09
481,20130426,100.45,3.25,6.21,1.32,4.88,199.75,4.61,8.28,1.5,6.78,202.44,31.91,21.28,26.6,33.81,-258.55,39.66,25.06,16.05,59.38,0.0,267.09,276.66,0.6,427.34,121.9,124.88,15.05,0.41,2.15
482,20130427,100.15,3.0,4.39,1.17,3.22,237.38,4.38,6.73,1.68,5.04,238.94,33.36,20.06,26.71,34.92,-256.49,42.01,25.36,15.01,52.06,0.95,248.32,262.81,0.55,438.66,113.18,118.05,13.55,0.36,1.9
483,20130428,100.03,3.0,4.84,1.61,3.24,205.06,4.08,6.55,1.98,4.57,208.38,34.51,20.99,27.75,36.3,-258.14,42.96,27.95,15.99,51.62,0.04,279.93,292.15,0.62,442.41,129.35,133.38,16.52,0.44,2.28
484,20130429,100.07,2.39,5.07,0.56,4.51,240.44,3.38,7.46,1.09,6.38,242.19,33.99,19.9,26.95,35.87,-256.92,42.71,26.48,15.26,52.69,0.0,263.96,288.13,0.59,443.73,121.59,130.45,15.43,0.41,2.09
